seq_id  alignment_start alignment_end envelope_start envelope_end hmm_acc hmm_name type hmm_start hmm_end hmm_length bit_score E-value significance clan
AC018554.3	         79    283     78    288 PF15229.5   POM121            Family     2   210   232     88.2   6.1e-25   1 No_clan  
URAD	                7    163      7    163 PF09349.9   OHCU_decarbox     Domain     1   155   155    126.1   1.5e-36   1 No_clan  
UTF1	               61    130     60    139 PF13837.5   Myb_DNA-bind_4    Domain     2    72    90     31.4   1.8e-07   1 CL0123   
UTS2	              128    139    128    139 PF02083.14  Urotensin_II      Family     1    12    12     28.6   6.3e-07   1 No_clan  
UTS2	            113    124    113    124 PF02083.14  Urotensin_II      Family     1    12    12     28.8   5.4e-07   1 No_clan  
VCX3A	               1    142      1    142 PF15231.5   VCX_VCY           Family     1   142   142    244.9   3.2e-73   1 No_clan  
VCX3A	             140    182    138    182 PF15231.5   VCX_VCY           Family   100   142   142     42.0   1.3e-10   1 No_clan  
VCX3A	             1    142      1    142 PF15231.5   VCX_VCY           Family     1   142   142    241.5   3.5e-72   1 No_clan  
VCX3A	           119    162    117    162 PF15231.5   VCX_VCY           Family    99   142   142     44.5   2.1e-11   1 No_clan  
VCX3A	             1    135      1    138 PF15231.5   VCX_VCY           Family     1   136   142    227.6   6.8e-68   1 No_clan  
ZBP1	               31     74     30     85 PF02295.16  z-alpha           Domain     2    47    67     20.7    0.0003   1 CL0123   
ZBP1	             15     59     11     69 PF02295.16  z-alpha           Domain     6    52    67     29.6   4.8e-07   1 CL0123   
ZBP1	            106    149    105    160 PF02295.16  z-alpha           Domain     2    47    67     21.4   0.00018   1 CL0123   
ZBP1	            198    214    180    216 PF12721.6   RHIM              Family    34    50    52     15.7     0.014   1 No_clan  
ZBP1	             15     59     11     69 PF02295.16  z-alpha           Domain     6    52    67     28.5   1.1e-06   1 CL0123   
ZFC3H1	           1185   1205   1185   1205 PF10650.8   zf-C3H1           Domain     1    22    22     33.4   2.4e-08   1 No_clan  
ZFC3H1	         1185   1205   1185   1205 PF10650.8   zf-C3H1           Domain     1    22    22     33.5   2.3e-08   1 No_clan  
ZG16B	              55    153     47    155 PF01419.16  Jacalin           Domain    26   133   135     28.7     1e-06   1 CL0568   
ZG16B	            85    183     77    185 PF01419.16  Jacalin           Domain    26   133   135     28.1   1.5e-06   1 CL0568   
ZNF625-ZNF20	        3     42      3     42 PF01352.26  KRAB              Family     1    40    42     82.5   1.1e-23   1 No_clan  
ZNF625-ZNF20	      3     44      3     44 PF01352.26  KRAB              Family     1    42    42     85.6   1.2e-24   1 No_clan  
ZNF670-ZNF695	       4     44      3     44 PF01352.26  KRAB              Family     2    42    42     89.2   9.1e-26   1 No_clan  
ZNF670-ZNF695	     4     44      3     44 PF01352.26  KRAB              Family     2    42    42     88.7   1.2e-25   1 No_clan  
ZNF738	           34     75     34     75 PF01352.26  KRAB              Family     1    42    42     82.9   8.2e-24   1 No_clan  
ZNF738	           34     75     34     75 PF01352.26  KRAB              Family     1    42    42     83.4   5.9e-24   1 No_clan  
ZNF738	           34     75     34     75 PF01352.26  KRAB              Family     1    42    42     83.1   7.2e-24   1 No_clan
AC008758.6               3     44      3     44 PF01352.26  KRAB              Family     1    42    42     83.8   4.4e-24   1 No_clan
AL117339.5               7     48      7     48 PF01352.26  KRAB              Family     1    42    42     91.7   1.5e-26   1 No_clan
CYLC1                    7     58      7     66 PF15241.5   Cylicin_N         Family     1    52   107     86.1   1.6e-24   1 No_clan
KRTAP23-1                1     41      1     53 PF05287.11  PMG               Family     1    40   180     32.6   6.9e-08   1 CL0520
MT1HL1                   1     61      1     61 PF00131.19  Metallothio       Domain     1    64    64     66.9   1.2e-18   1 CL0461
MTRNR2L8                  1     23      1     24 PF15040.5   Humanin           Family     1    23    24     63.6   7.4e-18   1 No_clan  
