gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0038847_FBtr0084003	CG12278	CG12278	FBgn0038847	FBtr0084003	Dmel_Dsim	99.127	0.1769	0.0261	0.1473
FBgn0038849_FBtr0084043	CG7079	CG7079	FBgn0038849	FBtr0084043	Dmel_Dsim	100.000	0.1200	0.0187	0.1557
FBgn0038851_FBtr0084007	dmrt93B	CG5737	FBgn0038851	FBtr0084007	Dmel_Dsim	100.000	0.1824	0.0286	0.1566
FBgn0038852_FBtr0084037	HHEX	CG7056	FBgn0038852	FBtr0084037	Dmel_Dsim	98.607	0.0953	0.0156	0.1640
FBgn0038853_FBtr0084036	RhoGAP93B	CG3421	FBgn0038853	FBtr0084036	Dmel_Dsim	99.812	0.0491	0.0051	0.1039
FBgn0038854_FBtr0084035	CG7044	CG7044	FBgn0038854	FBtr0084035	Dmel_Dsim	100.000	0.0941	0.0169	0.1793
FBgn0038855_FBtr0084008	CG5745	CG5745	FBgn0038855	FBtr0084008	Dmel_Dsim	99.543	0.1049	0.0058	0.0553
FBgn0038858_FBtr0333930	CG5793	CG5793	FBgn0038858	FBtr0333930	Dmel_Dsim	97.598	0.2242	0.0254	0.1131
FBgn0038859_FBtr0084030	Obp93a	CG17284	FBgn0038859	FBtr0084030	Dmel_Dsim	100.000	0.2048	0.0240	0.1174
FBgn0038860_FBtr0084015	Ice2	CG10825	FBgn0038860	FBtr0084015	Dmel_Dsim	100.000	0.2878	0.0330	0.1147
FBgn0038862_FBtr0084016	Usp8	CG5798	FBgn0038862	FBtr0084016	Dmel_Dsim	100.000	0.0341	0.0057	0.1668
FBgn0038865_FBtr0084028	cDIP	CG10824	FBgn0038865	FBtr0084028	Dmel_Dsim	95.583	0.1540	0.0200	0.1297
FBgn0038868_FBtr0084049	CG5862	CG5862	FBgn0038868	FBtr0084049	Dmel_Dsim	98.722	0.1191	0.0116	0.0972
FBgn0038869_FBtr0084108	CG3353	CG3353	FBgn0038869	FBtr0084108	Dmel_Dsim	99.237	0.0238	0.0043	0.1804
FBgn0038870_FBtr0084050	Oga	CG5871	FBgn0038870	FBtr0084050	Dmel_Dsim	100.000	0.0549	0.0079	0.1429
FBgn0038871_FBtr0084107	CG3337	CG3337	FBgn0038871	FBtr0084107	Dmel_Dsim	100.000	0.0898	0.0210	0.2342
FBgn0038873_FBtr0339193	CG5892	CG5892	FBgn0038873	FBtr0339193	Dmel_Dsim	100.000	0.2594	0.0351	0.1354
FBgn0038874_FBtr0339194	ETHR	CG5911	FBgn0038874	FBtr0339194	Dmel_Dsim	92.658	0.1385	0.0306	0.2206
FBgn0038876_FBtr0300616	CG5919	CG5919	FBgn0038876	FBtr0300616	Dmel_Dsim	100.000	0.0606	0.0100	0.1648
FBgn0038877_FBtr0084102	CG3308	CG3308	FBgn0038877	FBtr0084102	Dmel_Dsim	100.000	0.0166	0.0014	0.0837
FBgn0038880_FBtr0301815	SIFaR	CG10823	FBgn0038880	FBtr0301815	Dmel_Dsim	98.622	0.0681	0.0075	0.1095
FBgn0038881_FBtr0084095	CG16791	CG16791	FBgn0038881	FBtr0084095	Dmel_Dsim	95.063	0.2781	0.0146	0.0526
FBgn0038888_FBtr0084089	CheB93a	CG15503	FBgn0038888	FBtr0084089	Dmel_Dsim	100.000	0.4878	0.0537	0.1101
FBgn0038889_FBtr0334662	Fancm	CG7922	FBgn0038889	FBtr0334662	Dmel_Dsim	99.799	0.2432	0.0263	0.1082
FBgn0038890_FBtr0334663	CG7956	CG7956	FBgn0038890	FBtr0334663	Dmel_Dsim	100.000	0.0439	0.0075	0.1702
FBgn0038892_FBtr0084122	CG15498	CG15498	FBgn0038892	FBtr0084122	Dmel_Dsim	100.000	0.0518	0.0077	0.1495
FBgn0038893_FBtr0084116	CG6353	CG6353	FBgn0038893	FBtr0084116	Dmel_Dsim	100.000	0.2224	0.0149	0.0668
FBgn0038894_FBtr0084113	CG15497	CG15497	FBgn0038894	FBtr0084113	Dmel_Dsim	100.000	0.0871	0.0115	0.1318
FBgn0038897_FBtr0084125	CG5849	CG5849	FBgn0038897	FBtr0084125	Dmel_Dsim	99.742	0.1405	0.0161	0.1146
FBgn0038901_FBtr0084131	Burs	CG13419	FBgn0038901	FBtr0084131	Dmel_Dsim	100.000	0.0010	0.0001	0.0900
FBgn0038902_FBtr0084132	CG6800	CG6800	FBgn0038902	FBtr0084132	Dmel_Dsim	100.000	0.0302	0.0059	0.1943
FBgn0038903_FBtr0084166	RpI12	CG13418	FBgn0038903	FBtr0084166	Dmel_Dsim	100.000	0.0326	0.0099	0.3046
FBgn0038909_FBtr0084155	CG6569	CG6569	FBgn0038909	FBtr0084155	Dmel_Dsim	100.000	0.1544	0.0211	0.1369
FBgn0038912_FBtr0084139	CG6656	CG6656	FBgn0038912	FBtr0084139	Dmel_Dsim	100.000	0.0091	0.0011	0.1226
FBgn0038914_FBtr0084153	fit	CG17820	FBgn0038914	FBtr0084153	Dmel_Dsim	100.000	0.2145	0.0363	0.1695
FBgn0038915_FBtr0084152	CG17819	CG17819	FBgn0038915	FBtr0084152	Dmel_Dsim	100.000	0.2368	0.0262	0.1106
FBgn0038916_FBtr0084151	dnd	CG6560	FBgn0038916	FBtr0084151	Dmel_Dsim	93.750	0.0010	0.0001	0.0777
FBgn0038917_FBtr0084148	CG6678	CG6678	FBgn0038917	FBtr0084148	Dmel_Dsim	99.599	0.2625	0.0239	0.0912
FBgn0038919_FBtr0084150	CG17843	CG17843	FBgn0038919	FBtr0084150	Dmel_Dsim	100.000	0.2140	0.0231	0.1078
FBgn0038921_FBtr0084170	CG6332	CG6332	FBgn0038921	FBtr0084170	Dmel_Dsim	100.000	0.0142	0.0036	0.2497
FBgn0038922_FBtr0084190	CG6439	CG6439	FBgn0038922	FBtr0084190	Dmel_Dsim	100.000	0.0096	0.0012	0.1207
FBgn0038923_FBtr0084171	mRpL35	CG13410	FBgn0038923	FBtr0084171	Dmel_Dsim	100.000	0.0863	0.0107	0.1239
FBgn0038924_FBtr0084186	CG6028	CG6028	FBgn0038924	FBtr0084186	Dmel_Dsim	100.000	0.0846	0.0108	0.1278
FBgn0038925_FBtr0335198	Cchl	CG6022	FBgn0038925	FBtr0335198	Dmel_Dsim	100.000	0.0546	0.0047	0.0858
FBgn0038926_FBtr0084184	CG13409	CG13409	FBgn0038926	FBtr0084184	Dmel_Dsim	100.000	0.0129	0.0016	0.1206
FBgn0038927_FBtr0084183	CG6015	CG6015	FBgn0038927	FBtr0084183	Dmel_Dsim	100.000	0.0344	0.0046	0.1340
FBgn0038928_FBtr0084176	Fadd	CG12297	FBgn0038928	FBtr0084176	Dmel_Dsim	100.000	0.5654	0.0772	0.1365
FBgn0038929_FBtr0084179	CG13408	CG13408	FBgn0038929	FBtr0084179	Dmel_Dsim	99.027	0.0958	0.0114	0.1195
FBgn0038931_FBtr0084181	CG13407	CG13407	FBgn0038931	FBtr0084181	Dmel_Dsim	99.099	0.1981	0.0141	0.0713
FBgn0038934_FBtr0310204	Gld2	CG5732	FBgn0038934	FBtr0310204	Dmel_Dsim	98.314	0.3460	0.0282	0.0814
FBgn0038938_FBtr0084201	CG7084	CG7084	FBgn0038938	FBtr0084201	Dmel_Dsim	100.000	0.0310	0.0028	0.0917
FBgn0038941_FBtr0084203	CG7080	CG7080	FBgn0038941	FBtr0084203	Dmel_Dsim	100.000	0.1867	0.0226	0.1211
FBgn0038942_FBtr0084204	CG13862	CG13862	FBgn0038942	FBtr0084204	Dmel_Dsim	94.672	0.2973	0.0344	0.1158
FBgn0038943_FBtr0084242	CG5391	CG5391	FBgn0038943	FBtr0084242	Dmel_Dsim	100.000	0.0421	0.0051	0.1206
FBgn0038944_FBtr0084241	CG5388	CG5388	FBgn0038944	FBtr0084241	Dmel_Dsim	100.000	0.1826	0.0286	0.1564
FBgn0038945_FBtr0084240	CG5386	CG5386	FBgn0038945	FBtr0084240	Dmel_Dsim	98.828	0.6318	0.0198	0.0314
FBgn0038946_FBtr0084205	rdhB	CG7077	FBgn0038946	FBtr0084205	Dmel_Dsim	100.000	0.0819	0.0058	0.0711
FBgn0038947_FBtr0084210	Sar1	CG7073	FBgn0038947	FBtr0084210	Dmel_Dsim	100.000	0.0010	0.0000	0.0336
FBgn0038950_FBtr0084237	CG5382	CG5382	FBgn0038950	FBtr0084237	Dmel_Dsim	100.000	0.0010	0.0001	0.0955
FBgn0038951_FBtr0084236	CG5380	CG5380	FBgn0038951	FBtr0084236	Dmel_Dsim	100.000	0.0010	0.0001	0.1503
FBgn0038952_FBtr0084215	CG7069	CG7069	FBgn0038952	FBtr0084215	Dmel_Dsim	98.802	0.1943	0.0222	0.1142
FBgn0038953_FBtr0084216	CG18596	CG18596	FBgn0038953	FBtr0084216	Dmel_Dsim	99.824	0.1616	0.0174	0.1077
FBgn0038956_FBtr0084235	CG5379	CG5379	FBgn0038956	FBtr0084235	Dmel_Dsim	100.000	0.1837	0.0108	0.0586
FBgn0038957_FBtr0084219	CG7059	CG7059	FBgn0038957	FBtr0084219	Dmel_Dsim	100.000	0.0448	0.0050	0.1108
FBgn0038958_FBtr0084234	CG13857	CG13857	FBgn0038958	FBtr0084234	Dmel_Dsim	100.000	0.0575	0.0093	0.1624
FBgn0038959_FBtr0084224	CG13856	CG13856	FBgn0038959	FBtr0084224	Dmel_Dsim	100.000	0.0429	0.0051	0.1196
FBgn0038960_FBtr0084225	CG13855	CG13855	FBgn0038960	FBtr0084225	Dmel_Dsim	100.000	0.0326	0.0042	0.1299
FBgn0038961_FBtr0084231	CG13850	CG13850	FBgn0038961	FBtr0084231	Dmel_Dsim	100.000	0.0880	0.0090	0.1020
FBgn0038964_FBtr0084230	Nop56	CG13849	FBgn0038964	FBtr0084230	Dmel_Dsim	100.000	0.0238	0.0027	0.1120
FBgn0038965_FBtr0345205	mats	CG13852	FBgn0038965	FBtr0345205	Dmel_Dsim	100.000	0.0010	0.0001	0.0619
FBgn0038966_FBtr0346142	pinta	CG13848	FBgn0038966	FBtr0346142	Dmel_Dsim	100.000	0.0445	0.0049	0.1102
FBgn0038968_FBtr0084295	CG12499	CG12499	FBgn0038968	FBtr0084295	Dmel_Dsim	99.854	0.1603	0.0163	0.1017
FBgn0038972_FBtr0084254	CG7054	CG7054	FBgn0038972	FBtr0084254	Dmel_Dsim	100.000	0.1253	0.0208	0.1662
FBgn0038973_FBtr0084255	Pebp1	CG18594	FBgn0038973	FBtr0084255	Dmel_Dsim	100.000	0.0010	0.0000	0.0488
FBgn0038974_FBtr0084293	CG5377	CG5377	FBgn0038974	FBtr0084293	Dmel_Dsim	100.000	0.0861	0.0101	0.1167
FBgn0038975_FBtr0334610	Nrx-1	CG7050	FBgn0038975	FBtr0334610	Dmel_Dsim	100.000	0.0296	0.0031	0.1047
FBgn0038976_FBtr0084257	CG7048	CG7048	FBgn0038976	FBtr0084257	Dmel_Dsim	100.000	0.0545	0.0096	0.1770
FBgn0038977_FBtr0084292	CG5376	CG5376	FBgn0038977	FBtr0084292	Dmel_Dsim	100.000	0.0392	0.0054	0.1379
FBgn0038980_FBtr0331930	Octbeta1R	CG6919	FBgn0038980	FBtr0331930	Dmel_Dsim	100.000	0.0078	0.0008	0.1070
FBgn0038981_FBtr0084289	CG5346	CG5346	FBgn0038981	FBtr0084289	Dmel_Dsim	100.000	0.0164	0.0021	0.1271
FBgn0038983_FBtr0084285	CG5326	CG5326	FBgn0038983	FBtr0084285	Dmel_Dsim	100.000	0.0010	0.0001	0.1117
FBgn0038984_FBtr0334561	AdipoR	CG5315	FBgn0038984	FBtr0334561	Dmel_Dsim	100.000	0.0106	0.0010	0.0985
FBgn0038986_FBtr0084281	CG5278	CG5278	FBgn0038986	FBtr0084281	Dmel_Dsim	100.000	0.0239	0.0044	0.1832
FBgn0038989_FBtr0084266	CG6937	CG6937	FBgn0038989	FBtr0084266	Dmel_Dsim	98.883	0.1440	0.0165	0.1146
FBgn0038993_FBtr0084269	CG13843	CG13843	FBgn0038993	FBtr0084269	Dmel_Dsim	100.000	0.1258	0.0177	0.1403
FBgn0039003_FBtr0084334	wfs1	CG4917	FBgn0039003	FBtr0084334	Dmel_Dsim	100.000	0.0623	0.0070	0.1119
FBgn0039004_FBtr0084302	Nup133	CG6958	FBgn0039004	FBtr0084302	Dmel_Dsim	100.000	0.1845	0.0157	0.0853
FBgn0039006_FBtr0084304	Cyp6d4	CG12800	FBgn0039006	FBtr0084304	Dmel_Dsim	100.000	0.0283	0.0044	0.1543
FBgn0039007_FBtr0335007	CCAP	CG4910	FBgn0039007	FBtr0335007	Dmel_Dsim	100.000	0.0181	0.0028	0.1529
FBgn0039008_FBtr0347565	CG6972	CG6972	FBgn0039008	FBtr0347565	Dmel_Dsim	99.155	0.0172	0.0015	0.0844
FBgn0039009_FBtr0345302	CG13842	CG13842	FBgn0039009	FBtr0345302	Dmel_Dsim	98.608	0.0145	0.0023	0.1550
FBgn0039013_FBtr0084326	CG4813	CG4813	FBgn0039013	FBtr0084326	Dmel_Dsim	99.372	0.0957	0.0123	0.1289
FBgn0039015_FBtr0302204	Takl2	CG4803	FBgn0039015	FBtr0302204	Dmel_Dsim	100.000	0.1541	0.0324	0.2099
FBgn0039016_FBtr0084324	Dcr-1	CG4792	FBgn0039016	FBtr0084324	Dmel_Dsim	100.000	0.1052	0.0120	0.1139
FBgn0039017_FBtr0084308	CG6985	CG6985	FBgn0039017	FBtr0084308	Dmel_Dsim	98.246	0.3422	0.0494	0.1444
FBgn0039019_FBtr0084309	HP1c	CG6990	FBgn0039019	FBtr0084309	Dmel_Dsim	100.000	0.1065	0.0142	0.1331
FBgn0039020_FBtr0084322	CG17141	CG17141	FBgn0039020	FBtr0084322	Dmel_Dsim	100.000	0.0708	0.0043	0.0601
FBgn0039022_FBtr0084319	CG4725	CG4725	FBgn0039022	FBtr0084319	Dmel_Dsim	100.000	0.0331	0.0048	0.1443
FBgn0039023_FBtr0084318	CG4723	CG4723	FBgn0039023	FBtr0084318	Dmel_Dsim	100.000	0.1171	0.0130	0.1110
FBgn0039024_FBtr0084317	CG4721	CG4721	FBgn0039024	FBtr0084317	Dmel_Dsim	100.000	0.0294	0.0044	0.1489
FBgn0039025_FBtr0084311	Usp12-46	CG7023	FBgn0039025	FBtr0084311	Dmel_Dsim	100.000	0.0010	0.0001	0.1417
FBgn0039026_FBtr0084312	CG7029	CG7029	FBgn0039026	FBtr0084312	Dmel_Dsim	98.485	0.0478	0.0055	0.1141
FBgn0039027_FBtr0084313	CG7031	CG7031	FBgn0039027	FBtr0084313	Dmel_Dsim	97.689	0.2871	0.0166	0.0577
FBgn0039030_FBtr0084338	CG6660	CG6660	FBgn0039030	FBtr0084338	Dmel_Dsim	98.913	0.1097	0.0143	0.1304
FBgn0039031_FBtr0339164	CG17244	CG17244	FBgn0039031	FBtr0339164	Dmel_Dsim	97.799	0.1576	0.0374	0.2374
FBgn0039033_FBtr0084341	Or94a	CG17241	FBgn0039033	FBtr0084341	Dmel_Dsim	100.000	0.0859	0.0155	0.1806
FBgn0039034_FBtr0084342	Or94b	CG6679	FBgn0039034	FBtr0084342	Dmel_Dsim	100.000	0.0902	0.0115	0.1280
FBgn0039038_FBtr0084343	CG6688	CG6688	FBgn0039038	FBtr0084343	Dmel_Dsim	96.980	0.2004	0.0166	0.0831
FBgn0039039_FBtr0084364	lmd	CG4677	FBgn0039039	FBtr0084364	Dmel_Dsim	98.159	0.0925	0.0094	0.1011
FBgn0039040_FBtr0084362	CG13833	CG13833	FBgn0039040	FBtr0084362	Dmel_Dsim	100.000	0.2927	0.0402	0.1373
FBgn0039041_FBtr0084344	CG13838	CG13838	FBgn0039041	FBtr0084344	Dmel_Dsim	100.000	0.4845	0.1197	0.2470
FBgn0039042_FBtr0084345	CG13837	CG13837	FBgn0039042	FBtr0084345	Dmel_Dsim	93.452	0.1554	0.0316	0.2031
FBgn0039044_FBtr0084360	p53	CG33336	FBgn0039044	FBtr0084360	Dmel_Dsim	98.387	0.3289	0.0515	0.1567
FBgn0039045_FBtr0084357	CG17119	CG17119	FBgn0039045	FBtr0084357	Dmel_Dsim	98.267	0.0729	0.0151	0.2074
FBgn0039049_FBtr0084349	CG6726	CG6726	FBgn0039049	FBtr0084349	Dmel_Dsim	100.000	0.0290	0.0046	0.1574
FBgn0039050_FBtr0344301	CG17110	CG17110	FBgn0039050	FBtr0344301	Dmel_Dsim	100.000	0.2074	0.0189	0.0911
FBgn0039054_FBtr0337028	Cow	CG13830	FBgn0039054	FBtr0337028	Dmel_Dsim	98.813	0.0010	0.0001	0.1001
FBgn0039055_FBtr0084407	Rassf	CG4656	FBgn0039055	FBtr0084407	Dmel_Dsim	100.000	0.0273	0.0033	0.1204
FBgn0039056_FBtr0084368	CenB1A	CG6742	FBgn0039056	FBtr0084368	Dmel_Dsim	99.341	0.0036	0.0005	0.1417
FBgn0039058_FBtr0084401	VhaAC39-2	CG4624	FBgn0039058	FBtr0084401	Dmel_Dsim	100.000	0.0455	0.0117	0.2580
FBgn0039059_FBtr0084400	CG13829	CG13829	FBgn0039059	FBtr0084400	Dmel_Dsim	100.000	0.1907	0.0348	0.1824
FBgn0039064_FBtr0110801	CG4467	CG4467	FBgn0039064	FBtr0110801	Dmel_Dsim	100.000	0.0084	0.0012	0.1427
FBgn0039065_FBtr0334500	CG4449	CG4449	FBgn0039065	FBtr0334500	Dmel_Dsim	96.395	0.4916	0.0472	0.0961
FBgn0039066_FBtr0084374	EloA	CG6755	FBgn0039066	FBtr0084374	Dmel_Dsim	99.456	0.1010	0.0107	0.1057
FBgn0039067_FBtr0084387	wda	CG4448	FBgn0039067	FBtr0084387	Dmel_Dsim	99.664	0.1131	0.0122	0.1076
FBgn0039068_FBtr0307596	CG13827	CG13827	FBgn0039068	FBtr0307596	Dmel_Dsim	91.281	0.1081	0.0077	0.0711
FBgn0039069_FBtr0334497	CG6763	CG6763	FBgn0039069	FBtr0334497	Dmel_Dsim	100.000	0.0751	0.0115	0.1529
FBgn0039070_FBtr0084383	CG17083	CG17083	FBgn0039070	FBtr0084383	Dmel_Dsim	100.000	0.0084	0.0015	0.1832
FBgn0039071_FBtr0084382	CG4434	CG4434	FBgn0039071	FBtr0084382	Dmel_Dsim	100.000	0.0186	0.0040	0.2141
FBgn0039075_FBtr0301085	CG4393	CG4393	FBgn0039075	FBtr0301085	Dmel_Dsim	99.774	0.0386	0.0042	0.1080
FBgn0039077_FBtr0299867	CG17380	CG17380	FBgn0039077	FBtr0299867	Dmel_Dsim	88.571	0.4929	0.0896	0.1817
FBgn0039078_FBtr0310575	CG4374	CG4374	FBgn0039078	FBtr0310575	Dmel_Dsim	98.575	0.0625	0.0071	0.1136
FBgn0039079_FBtr0273202	Ir94g	CG17381	FBgn0039079	FBtr0273202	Dmel_Dsim	100.000	0.1424	0.0162	0.1134
FBgn0039080_FBtr0273205	Ir94h	CG17382	FBgn0039080	FBtr0273205	Dmel_Dsim	97.780	0.0071	0.4608	dS
FBgn0039081_FBtr0339622	Irk2	CG4370	FBgn0039081	FBtr0339622	Dmel_Dsim	98.394	0.2120	0.0320	0.1508
FBgn0039083_FBtr0084424	CG10177	CG10177	FBgn0039083	FBtr0084424	Dmel_Dsim	99.393	0.4355	0.0764	0.1755
FBgn0039084_FBtr0339621	CG10175	CG10175	FBgn0039084	FBtr0339621	Dmel_Dsim	99.647	0.0570	0.0083	0.1462
FBgn0039088_FBtr0084417	CG10164	CG10164	FBgn0039088	FBtr0084417	Dmel_Dsim	98.214	0.7882	0.0846	0.1073
FBgn0039089_FBtr0332427	beat-IV	CG10152	FBgn0039089	FBtr0332427	Dmel_Dsim	100.000	0.0099	0.0010	0.0989
FBgn0039092_FBtr0304611	CG16723	CG16723	FBgn0039092	FBtr0304611	Dmel_Dsim	100.000	0.2689	0.0355	0.1319
FBgn0039094_FBtr0084481	CG10184	CG10184	FBgn0039094	FBtr0084481	Dmel_Dsim	98.350	0.1563	0.0195	0.1249
FBgn0039098_FBtr0084434	GILT3	CG13822	FBgn0039098	FBtr0084434	Dmel_Dsim	100.000	0.1379	0.0230	0.1671
FBgn0039099_FBtr0084435	GILT2	CG10157	FBgn0039099	FBtr0084435	Dmel_Dsim	98.798	0.1064	0.0103	0.0972
FBgn0039101_FBtr0303150	CG16710	CG16710	FBgn0039101	FBtr0303150	Dmel_Dsim	98.387	1.2545	0.1483	0.1182
FBgn0039104_FBtr0084475	CG10252	CG10252	FBgn0039104	FBtr0084475	Dmel_Dsim	100.000	0.0010	0.0001	0.1498
FBgn0039106_FBtr0114504	CG10301	CG10301	FBgn0039106	FBtr0114504	Dmel_Dsim	93.059	0.0212	0.0043	0.2033
FBgn0039107_FBtr0084445	CG10300	CG10300	FBgn0039107	FBtr0084445	Dmel_Dsim	100.000	0.0658	0.0098	0.1495
FBgn0039108_FBtr0345300	CG10232	CG10232	FBgn0039108	FBtr0345300	Dmel_Dsim	97.852	0.8003	0.1420	0.1775
FBgn0039110_FBtr0084468	RanBP3	CG10225	FBgn0039110	FBtr0084468	Dmel_Dsim	100.000	0.1241	0.0109	0.0879
FBgn0039111_FBtr0084453	Plip	CG10371	FBgn0039111	FBtr0084453	Dmel_Dsim	100.000	0.0135	0.0021	0.1585
FBgn0039112_FBtr0084466	SdhD	CG10219	FBgn0039112	FBtr0084466	Dmel_Dsim	100.000	0.1147	0.0050	0.0437
FBgn0039113_FBtr0084464	CG10217	CG10217	FBgn0039113	FBtr0084464	Dmel_Dsim	99.597	0.0441	0.0050	0.1126
FBgn0039114_FBtr0084455	Lsd-1	CG10374	FBgn0039114	FBtr0084455	Dmel_Dsim	99.420	0.0763	0.0064	0.0834
FBgn0039115_FBtr0084463	CG10214	CG10214	FBgn0039115	FBtr0084463	Dmel_Dsim	98.815	0.3067	0.0404	0.1318
FBgn0039116_FBtr0084458	CG10375	CG10375	FBgn0039116	FBtr0084458	Dmel_Dsim	100.000	0.0458	0.0035	0.0756
FBgn0039117_FBtr0334895	tst	CG10210	FBgn0039117	FBtr0334895	Dmel_Dsim	100.000	0.1132	0.0145	0.1280
FBgn0039118_FBtr0084461	CG10208	CG10208	FBgn0039118	FBtr0084461	Dmel_Dsim	100.000	0.0813	0.0066	0.0812
FBgn0039120_FBtr0334894	Nup98-96	CG10198	FBgn0039120	FBtr0334894	Dmel_Dsim	99.873	0.1394	0.0138	0.0992
FBgn0039124_FBtr0084525	tbrd-1	CG13597	FBgn0039124	FBtr0084525	Dmel_Dsim	96.917	0.4511	0.0646	0.1431
FBgn0039125_FBtr0084491	Ndc1	CG5857	FBgn0039125	FBtr0084491	Dmel_Dsim	100.000	0.2406	0.0281	0.1169
FBgn0039128_FBtr0084493	CG13599	CG13599	FBgn0039128	FBtr0084493	Dmel_Dsim	100.000	0.1212	0.0205	0.1689
FBgn0039129_FBtr0332444	RpS19b	CG5338	FBgn0039129	FBtr0332444	Dmel_Dsim	100.000	0.2480	0.0387	0.1562
FBgn0039130_FBtr0084494	CG5854	CG5854	FBgn0039130	FBtr0084494	Dmel_Dsim	100.000	0.0010	0.0001	0.1068
FBgn0039131_FBtr0308071	CG12268	CG12268	FBgn0039131	FBtr0308071	Dmel_Dsim	99.530	0.0151	0.0016	0.1062
FBgn0039132_FBtr0305040	AP-1sigma	CG5864	FBgn0039132	FBtr0305040	Dmel_Dsim	100.000	0.2625	0.0424	0.1616
FBgn0039135_FBtr0084510	CG13603	CG13603	FBgn0039135	FBtr0084510	Dmel_Dsim	98.932	0.0520	0.0078	0.1509
FBgn0039136_FBtr0084502	CG5902	CG5902	FBgn0039136	FBtr0084502	Dmel_Dsim	100.000	0.0289	0.0018	0.0616
FBgn0039139_FBtr0084532	Ime4	CG5933	FBgn0039139	FBtr0084532	Dmel_Dsim	100.000	0.0339	0.0044	0.1292
FBgn0039140_FBtr0321262	Miro	CG5410	FBgn0039140	FBtr0321262	Dmel_Dsim	100.000	0.0226	0.0032	0.1425
FBgn0039141_FBtr0084533	spas	CG5977	FBgn0039141	FBtr0084533	Dmel_Dsim	100.000	0.0209	0.0018	0.0865
FBgn0039145_FBtr0343101	CG6000	CG6000	FBgn0039145	FBtr0343101	Dmel_Dsim	99.026	0.0643	0.0062	0.0964
FBgn0039147_FBtr0084542	CG10694	CG10694	FBgn0039147	FBtr0084542	Dmel_Dsim	93.987	1.1967	0.0716	0.0598
FBgn0039149_FBtr0084543	CG18428	CG18428	FBgn0039149	FBtr0084543	Dmel_Dsim	100.000	0.2081	0.0094	0.0450
FBgn0039150_FBtr0300705	CG13605	CG13605	FBgn0039150	FBtr0300705	Dmel_Dsim	100.000	0.2023	0.0183	0.0904
FBgn0039151_FBtr0304157	CG13607	CG13607	FBgn0039151	FBtr0304157	Dmel_Dsim	100.000	0.0297	0.0041	0.1385
FBgn0039152_FBtr0304161	Rootletin	CG6129	FBgn0039152	FBtr0304161	Dmel_Dsim	99.015	0.0277	0.0047	0.1686
FBgn0039153_FBtr0084584	CG5463	CG5463	FBgn0039153	FBtr0084584	Dmel_Dsim	100.000	0.1227	0.0120	0.0978
FBgn0039154_FBtr0084548	Npc2f	CG6164	FBgn0039154	FBtr0084548	Dmel_Dsim	100.000	0.0434	0.0027	0.0627
FBgn0039155_FBtr0084549	Kal1	CG6173	FBgn0039155	FBtr0084549	Dmel_Dsim	100.000	0.0265	0.0041	0.1560
FBgn0039156_FBtr0084550	CG6178	CG6178	FBgn0039156	FBtr0084550	Dmel_Dsim	100.000	0.1431	0.0117	0.0817
FBgn0039157_FBtr0100516	Myo95E	CG5501	FBgn0039157	FBtr0100516	Dmel_Dsim	100.000	0.0119	0.0010	0.0880
FBgn0039158_FBtr0084551	CG6182	CG6182	FBgn0039158	FBtr0084551	Dmel_Dsim	99.183	0.0851	0.0062	0.0730
FBgn0039159_FBtr0084577	mRpS24	CG13608	FBgn0039159	FBtr0084577	Dmel_Dsim	92.670	0.0814	0.0083	0.1018
FBgn0039160_FBtr0084576	CG5510	CG5510	FBgn0039160	FBtr0084576	Dmel_Dsim	100.000	0.1052	0.0055	0.0519
FBgn0039161_FBtr0344266	CG13606	CG13606	FBgn0039161	FBtr0344266	Dmel_Dsim	98.134	0.0010	0.0002	0.1687
FBgn0039163_FBtr0084575	CG5515	CG5515	FBgn0039163	FBtr0084575	Dmel_Dsim	100.000	0.0796	0.0072	0.0899
FBgn0039165_FBtr0084555	CG6204	CG6204	FBgn0039165	FBtr0084555	Dmel_Dsim	99.062	0.4973	0.0394	0.0792
FBgn0039167_FBtr0084572	CG17786	CG17786	FBgn0039167	FBtr0084572	Dmel_Dsim	98.887	0.1028	0.0089	0.0867
FBgn0039170_FBtr0084560	CG13609	CG13609	FBgn0039170	FBtr0084560	Dmel_Dsim	98.770	0.4531	0.0411	0.0908
FBgn0039172_FBtr0084564	Spase22-23	CG5677	FBgn0039172	FBtr0084564	Dmel_Dsim	100.000	0.0529	0.0115	0.2176
FBgn0039175_FBtr0084637	beta-PheRS	CG5706	FBgn0039175	FBtr0084637	Dmel_Dsim	100.000	0.0159	0.0022	0.1408
FBgn0039177_FBtr0084600	CG13611	CG13611	FBgn0039177	FBtr0084600	Dmel_Dsim	100.000	0.1183	0.0150	0.1269
FBgn0039178_FBtr0084601	CG6356	CG6356	FBgn0039178	FBtr0084601	Dmel_Dsim	100.000	0.0443	0.0054	0.1230
FBgn0039180_FBtr0084634	CG5715	CG5715	FBgn0039180	FBtr0084634	Dmel_Dsim	100.000	0.1019	0.0120	0.1177
FBgn0039182_FBtr0084632	CG5728	CG5728	FBgn0039182	FBtr0084632	Dmel_Dsim	100.000	0.0888	0.0098	0.1108
FBgn0039183_FBtr0084605	Dis3	CG6413	FBgn0039183	FBtr0084605	Dmel_Dsim	100.000	0.1104	0.0145	0.1317
