"Gene_focal","Gene_ortho","species","Common Pfam match or OrthoDB group","value focal","value target","property","dataset"
"antr","TC015813","Tribolium_castaneum",TRUE,16,11,"Strand pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,16,11,"Strand pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,10,22,"Strand pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,10,19,"Strand pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,12,5,"Strand pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,5,0,"Strand pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,5,3,"Strand pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,5,25,"Strand pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,0,0,"Strand pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,43,39,"Buried pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,43,33,"Buried pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,32,27,"Buried pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,32,47,"Buried pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,40,52,"Buried pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,29,38,"Buried pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,29,36,"Buried pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,29,26,"Buried pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,12,1,"Buried pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,34,40,"Exposed pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,34,43,"Exposed pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,44,57,"Exposed pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,44,32,"Exposed pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,36,27,"Exposed pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,52,40,"Exposed pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,52,38,"Exposed pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,52,51,"Exposed pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,75,98,"Exposed pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,59,57,"Coil pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,59,51,"Coil pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,49,71,"Coil pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,49,50,"Coil pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,46,33,"Coil pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,49,33,"Coil pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,49,36,"Coil pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,49,44,"Coil pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,76,5,"Coil pct","fruitfly"
"AC008758.6","si:dkey-7i4.7","Danio_rerio",FALSE,243,720,"CDS length","human"
"ACD","ENSLACG00000012327","Latimeria_chalumnae",FALSE,1329,1266,"CDS length","human"
"AL117339.5","si:dkey-7i4.7","Danio_rerio",FALSE,363,720,"CDS length","human"
"C12orf56","RPL18A","Meleagris_gallopavo",FALSE,553,537,"CDS length","human"
"C12orf56","RPL18A","Taeniopygia_guttata",FALSE,553,510,"CDS length","human"
"C12orf71","ENSACAG00000012318","Anolis_carolinensis",FALSE,810,408,"CDS length","human"
"C12orf71","ENSACAG00000012323","Anolis_carolinensis",FALSE,810,408,"CDS length","human"
"C19orf47","CEP170","Taeniopygia_guttata",FALSE,1269,4758,"CDS length","human"
"C19orf47","CEP170B","Taeniopygia_guttata",FALSE,1269,4719,"CDS length","human"
"C19orf47","SDCCAG8","Taeniopygia_guttata",FALSE,1269,1626,"CDS length","human"
"C1orf105","tmed5","Lepisosteus_oculatus",FALSE,552,693,"CDS length","human"
"C1orf115","ENSACAG00000001946","Anolis_carolinensis",FALSE,429,969,"CDS length","human"
"C1orf115","PFN3","Anolis_carolinensis",FALSE,429,414,"CDS length","human"
"C1orf127","MASP2","Meleagris_gallopavo",FALSE,1977,2067,"CDS length","human"
"C2orf74","ENSGALG00000023934","Gallus_gallus",FALSE,585,2712,"CDS length","human"
"C4orf51","ENSGALG00000028322","Gallus_gallus",FALSE,609,810,"CDS length","human"
"C4orf51","zgc:152968","Danio_rerio",FALSE,609,1524,"CDS length","human"
"C6orf222","RPLP2","Latimeria_chalumnae",FALSE,1959,339,"CDS length","human"
"C8orf59","CA13","Taeniopygia_guttata",FALSE,303,777,"CDS length","human"
"C8orf59","ENSTGUG00000018507","Taeniopygia_guttata",FALSE,303,786,"CDS length","human"
"CAMK2N1","CDA","Meleagris_gallopavo",FALSE,237,573,"CDS length","human"
"CCDC188","ovca2","Danio_rerio",FALSE,1209,684,"CDS length","human"
"CCDC188","smg6","Danio_rerio",FALSE,1209,4635,"CDS length","human"
"CCER1","si:dkeyp-38g8.5","Danio_rerio",FALSE,1221,1029,"CDS length","human"
"COA1","ENSMGAG00000009914","Meleagris_gallopavo",FALSE,441,630,"CDS length","human"
"COX19","ENSMGAG00000001812","Meleagris_gallopavo",FALSE,369,564,"CDS length","human"
"COX19","ENSMGAG00000002239","Meleagris_gallopavo",FALSE,369,1527,"CDS length","human"
"CYLC1","ENSLOCG00000015028","Lepisosteus_oculatus",FALSE,1956,1683,"CDS length","human"
"DDN","CYP27A1","Gallus_gallus",FALSE,2136,1380,"CDS length","human"
"DDN","CYP27A1","Meleagris_gallopavo",FALSE,2136,1569,"CDS length","human"
"DDN","CYP27A1","Taeniopygia_guttata",FALSE,2136,1296,"CDS length","human"
"DEC1","ENSCAFG00000003473","Canis_familiaris",FALSE,213,576,"CDS length","human"
"DEC1","ENSMGAG00000016797","Meleagris_gallopavo",FALSE,213,822,"CDS length","human"
"DEC1","ENSSSCG00000035890","Sus_scrofa",FALSE,213,399,"CDS length","human"
"DMAC1","ENSGALG00000041647","Gallus_gallus",FALSE,339,627,"CDS length","human"
"DYNAP","ENSLOCG00000003458","Lepisosteus_oculatus",FALSE,633,1293,"CDS length","human"
"EQTN","ENSLOCG00000003194","Lepisosteus_oculatus",FALSE,885,3153,"CDS length","human"
"FAM153C","ENSLOCG00000001287","Lepisosteus_oculatus",FALSE,528,1056,"CDS length","human"
"FAM216B","ENSGALG00000045967","Gallus_gallus",FALSE,420,636,"CDS length","human"
"FAM47A","ENSMGAG00000014635","Meleagris_gallopavo",FALSE,2337,570,"CDS length","human"
"FAM71D","ENSLOCG00000014143","Lepisosteus_oculatus",FALSE,1269,1800,"CDS length","human"
"FAM90A1","ENSLOCG00000003238","Lepisosteus_oculatus",FALSE,1395,2772,"CDS length","human"
"FAM90A1","ENSLOCG00000003249","Lepisosteus_oculatus",FALSE,1395,1116,"CDS length","human"
"GAST","ENSGALG00000027219","Gallus_gallus",TRUE,306,318,"CDS length","human"
"GEMIN8","ENSMGAG00000006743","Meleagris_gallopavo",FALSE,531,558,"CDS length","human"
"GEMIN8","ENSMGAG00000009524","Meleagris_gallopavo",FALSE,531,405,"CDS length","human"
"GEMIN8","SHROOM3","Meleagris_gallopavo",FALSE,729,5388,"CDS length","human"
"HMGN3","WRB","Latimeria_chalumnae",FALSE,393,549,"CDS length","human"
"IL13","ENSMGAG00000009008","Meleagris_gallopavo",FALSE,435,420,"CDS length","human"
"IL13","ENSTGUG00000001384","Taeniopygia_guttata",FALSE,435,414,"CDS length","human"
"IL2","ENSTGUG00000001994","Taeniopygia_guttata",FALSE,462,444,"CDS length","human"
"IL5","ENSMGAG00000008970","Meleagris_gallopavo",TRUE,405,405,"CDS length","human"
"IL7","ENSTGUG00000011621","Taeniopygia_guttata",FALSE,402,441,"CDS length","human"
"IL9","fbxl3l","Latimeria_chalumnae",FALSE,435,1314,"CDS length","human"
"ISYNA1","fkbp8","Danio_rerio",FALSE,1293,1221,"CDS length","human"
"IZUMO2","CRHR2","Gallus_gallus",FALSE,705,1239,"CDS length","human"
"IZUMO2","CRHR2","Meleagris_gallopavo",FALSE,705,1239,"CDS length","human"
"IZUMO2","ENSGALG00000029857","Gallus_gallus",FALSE,705,771,"CDS length","human"
"KRTAP23-1","Krtap13-1","Rattus_norvegicus",TRUE,198,507,"CDS length","human"
"KRTAP23-1","LOC100363136","Rattus_norvegicus",TRUE,198,528,"CDS length","human"
"L1TD1","ENSGALG00000038993","Gallus_gallus",FALSE,2598,2076,"CDS length","human"
"LOR","ENSGGOG00000028143","Gorilla_gorilla",FALSE,939,501,"CDS length","human"
"MAGEA4","ATP10A","Meleagris_gallopavo",FALSE,954,4437,"CDS length","human"
"MAGEA4","ATP10A","Taeniopygia_guttata",FALSE,954,4512,"CDS length","human"
"MAGEA4","ENSMGAG00000005194","Meleagris_gallopavo",FALSE,954,1320,"CDS length","human"
"MAGEA4","ENSTGUG00000006374","Taeniopygia_guttata",FALSE,954,1098,"CDS length","human"
"MAGEA4","ENSTGUG00000006422","Taeniopygia_guttata",FALSE,954,1152,"CDS length","human"
"MAGEA4","GABRA3","Meleagris_gallopavo",FALSE,954,1428,"CDS length","human"
"MAGEA4","UBE3A","Meleagris_gallopavo",FALSE,954,2640,"CDS length","human"
"MAGEA4","UBE3A","Taeniopygia_guttata",FALSE,954,2652,"CDS length","human"
"MT1HL1","CABZ01088982.1","Danio_rerio",FALSE,186,291,"CDS length","human"
"MTRNR2L12","ENSCAFG00000023663","Canis_familiaris",FALSE,75,714,"CDS length","human"
"MTRNR2L12","ENSGALG00000040949","Gallus_gallus",FALSE,75,876,"CDS length","human"
"MTRNR2L12","ENSMGAG00000014414","Meleagris_gallopavo",FALSE,75,678,"CDS length","human"
"MTRNR2L12","ENSMGAG00000014415","Meleagris_gallopavo",FALSE,75,714,"CDS length","human"
"MTRNR2L13","ENSCAFG00000012283","Canis_familiaris",FALSE,75,1185,"CDS length","human"
"NAT14","aplp2","Lepisosteus_oculatus",FALSE,621,2166,"CDS length","human"
"NAT14","ENSACAG00000029066","Anolis_carolinensis",FALSE,621,2547,"CDS length","human"
"NAT14","NFRKB","Meleagris_gallopavo",FALSE,621,3939,"CDS length","human"
"NAT14","NFRKB","Taeniopygia_guttata",FALSE,621,3897,"CDS length","human"
"NAT14","RIPK4","Gallus_gallus",FALSE,621,2376,"CDS length","human"
"NAT14","RIPK4","Taeniopygia_guttata",FALSE,621,2274,"CDS length","human"
"NAT14","SST","Gallus_gallus",FALSE,522,351,"CDS length","human"
"NAT14","SST","Meleagris_gallopavo",FALSE,159,213,"CDS length","human"
"NUDT16","ENSMGAG00000011441","Meleagris_gallopavo",FALSE,684,849,"CDS length","human"
"ODF3L2","ENSMGAG00000002676","Meleagris_gallopavo",FALSE,870,1479,"CDS length","human"
"POM121L12","ENSMGAG00000015426","Meleagris_gallopavo",FALSE,891,792,"CDS length","human"
"PRM1","RMI2","Gorilla_gorilla",FALSE,156,255,"CDS length","human"
"PTH","ENSLACG00000006640","Latimeria_chalumnae",FALSE,348,2388,"CDS length","human"
"PXT1","zgc:194242","Latimeria_chalumnae",FALSE,405,630,"CDS length","human"
"QRFP","FAM20B","Anolis_carolinensis",FALSE,411,1230,"CDS length","human"
"RRS1","ENSACAG00000016673","Anolis_carolinensis",FALSE,1098,387,"CDS length","human"
"SNAPC5","ENSMGAG00000017426","Meleagris_gallopavo",TRUE,204,108,"CDS length","human"
"SNAPC5","ENSTGUG00000009402","Taeniopygia_guttata",TRUE,204,198,"CDS length","human"
"SSMEM1","CPA5","Anolis_carolinensis",FALSE,735,1329,"CDS length","human"
"SSMEM1","ENSACAG00000025595","Anolis_carolinensis",FALSE,735,1254,"CDS length","human"
"SUPT16H","aktip","Lepisosteus_oculatus",FALSE,252,876,"CDS length","human"
"SUPT16H","AKTIP","Meleagris_gallopavo",FALSE,252,882,"CDS length","human"
"SUPT16H","rbl2","Lepisosteus_oculatus",FALSE,3144,3309,"CDS length","human"
"SUPT16H","RBL2","Meleagris_gallopavo",FALSE,3144,3180,"CDS length","human"
"TAC3","CRHR2","Gallus_gallus",FALSE,408,1239,"CDS length","human"
"TAC3","CRHR2","Meleagris_gallopavo",FALSE,408,1239,"CDS length","human"
"TAC3","ENSGALG00000029857","Gallus_gallus",FALSE,408,771,"CDS length","human"
"TAF10","ENSTGUG00000000602","Taeniopygia_guttata",FALSE,657,2244,"CDS length","human"
"TEX29","ENSACAG00000029361","Anolis_carolinensis",FALSE,456,984,"CDS length","human"
"TEX37","ENSACAG00000001230","Anolis_carolinensis",FALSE,543,1224,"CDS length","human"
"TEX37","ENSACAG00000008364","Anolis_carolinensis",FALSE,543,948,"CDS length","human"
"TEX37","ENSMGAG00000013186","Meleagris_gallopavo",FALSE,543,987,"CDS length","human"
"TEX37","ENSTGUG00000010868","Taeniopygia_guttata",FALSE,543,858,"CDS length","human"
"TEX43","ENSLACG00000002786","Latimeria_chalumnae",FALSE,405,1251,"CDS length","human"
"TEX43","ENSLACG00000003195","Latimeria_chalumnae",FALSE,405,432,"CDS length","human"
"TMCO2","si:dkey-148f10.4","Danio_rerio",FALSE,549,339,"CDS length","human"
"TMCO2","si:dkey-148f10.4","Latimeria_chalumnae",FALSE,549,342,"CDS length","human"
"UTF1","ENSACAG00000024721","Anolis_carolinensis",FALSE,1026,549,"CDS length","human"
"UTS2","si:dkey-264d12.1","Danio_rerio",FALSE,420,1038,"CDS length","human"
"UTS2","uts2b","Danio_rerio",TRUE,375,378,"CDS length","human"
"IL7","ENSMGAG00000011608","Meleagris_gallopavo",TRUE,402,432,"CDS length","human"
"IL7","ENSTGUG00000011619","Taeniopygia_guttata",TRUE,402,390,"CDS length","human"
"MT-ATP8","ATP8","Anolis_carolinensis",TRUE,207,168,"CDS length","human"
"MT-ATP8","ATP8","Latimeria_chalumnae",TRUE,207,168,"CDS length","human"
"MT-ATP8","ATP8","Lepisosteus_oculatus",TRUE,207,168,"CDS length","human"
"MT-ATP8","ATP8","Meleagris_gallopavo",TRUE,207,165,"CDS length","human"
"MT-ATP8","ATP8","Taeniopygia_guttata",TRUE,207,168,"CDS length","human"
"AC008758.6","si:dkey-7i4.7","Danio_rerio",FALSE,20,32,"ISD pct","human"
"ACD","ENSLACG00000012327","Latimeria_chalumnae",FALSE,39,90,"ISD pct","human"
"AL117339.5","si:dkey-7i4.7","Danio_rerio",FALSE,29,32,"ISD pct","human"
"C12orf56","RPL18A","Meleagris_gallopavo",FALSE,13,10,"ISD pct","human"
"C12orf56","RPL18A","Taeniopygia_guttata",FALSE,13,8,"ISD pct","human"
"C12orf71","ENSACAG00000012318","Anolis_carolinensis",FALSE,33,2,"ISD pct","human"
"C12orf71","ENSACAG00000012323","Anolis_carolinensis",FALSE,33,6,"ISD pct","human"
"C19orf47","CEP170","Taeniopygia_guttata",FALSE,49,66,"ISD pct","human"
"C19orf47","CEP170B","Taeniopygia_guttata",FALSE,49,64,"ISD pct","human"
"C19orf47","SDCCAG8","Taeniopygia_guttata",FALSE,49,21,"ISD pct","human"
"C1orf105","tmed5","Lepisosteus_oculatus",FALSE,17,19,"ISD pct","human"
"C1orf115","ENSACAG00000001946","Anolis_carolinensis",FALSE,54,4,"ISD pct","human"
"C1orf115","PFN3","Anolis_carolinensis",FALSE,54,7,"ISD pct","human"
"C1orf127","MASP2","Meleagris_gallopavo",FALSE,58,3,"ISD pct","human"
"C2orf74","ENSGALG00000023934","Gallus_gallus",FALSE,81,1,"ISD pct","human"
"C4orf51","ENSGALG00000028322","Gallus_gallus",FALSE,17,30,"ISD pct","human"
"C4orf51","zgc:152968","Danio_rerio",FALSE,17,21,"ISD pct","human"
"C6orf222","RPLP2","Latimeria_chalumnae",FALSE,71,55,"ISD pct","human"
"C8orf59","CA13","Taeniopygia_guttata",FALSE,37,3,"ISD pct","human"
"C8orf59","ENSTGUG00000018507","Taeniopygia_guttata",FALSE,37,2,"ISD pct","human"
"CAMK2N1","CDA","Meleagris_gallopavo",FALSE,15,34,"ISD pct","human"
"CCDC188","ovca2","Danio_rerio",FALSE,35,10,"ISD pct","human"
"CCDC188","smg6","Danio_rerio",FALSE,35,43,"ISD pct","human"
"CCER1","si:dkeyp-38g8.5","Danio_rerio",FALSE,48,34,"ISD pct","human"
"COA1","ENSMGAG00000009914","Meleagris_gallopavo",FALSE,14,35,"ISD pct","human"
"COX19","ENSMGAG00000001812","Meleagris_gallopavo",FALSE,49,14,"ISD pct","human"
"COX19","ENSMGAG00000002239","Meleagris_gallopavo",FALSE,49,0,"ISD pct","human"
"CYLC1","ENSLOCG00000015028","Lepisosteus_oculatus",FALSE,78,14,"ISD pct","human"
"DDN","CYP27A1","Gallus_gallus",FALSE,59,1,"ISD pct","human"
"DDN","CYP27A1","Meleagris_gallopavo",FALSE,59,11,"ISD pct","human"
"DDN","CYP27A1","Taeniopygia_guttata",FALSE,59,0,"ISD pct","human"
"DEC1","ENSCAFG00000003473","Canis_familiaris",FALSE,19,31,"ISD pct","human"
"DEC1","ENSMGAG00000016797","Meleagris_gallopavo",FALSE,19,5,"ISD pct","human"
"DEC1","ENSSSCG00000035890","Sus_scrofa",FALSE,19,12,"ISD pct","human"
"DMAC1","ENSGALG00000041647","Gallus_gallus",FALSE,36,5,"ISD pct","human"
"DYNAP","ENSLOCG00000003458","Lepisosteus_oculatus",FALSE,31,14,"ISD pct","human"
"EQTN","ENSLOCG00000003194","Lepisosteus_oculatus",FALSE,67,24,"ISD pct","human"
"FAM153C","ENSLOCG00000001287","Lepisosteus_oculatus",FALSE,28,2,"ISD pct","human"
"FAM216B","ENSGALG00000045967","Gallus_gallus",FALSE,40,15,"ISD pct","human"
"FAM47A","ENSMGAG00000014635","Meleagris_gallopavo",FALSE,44,2,"ISD pct","human"
"FAM71D","ENSLOCG00000014143","Lepisosteus_oculatus",FALSE,22,1,"ISD pct","human"
"FAM90A1","ENSLOCG00000003238","Lepisosteus_oculatus",FALSE,87,34,"ISD pct","human"
"FAM90A1","ENSLOCG00000003249","Lepisosteus_oculatus",FALSE,87,2,"ISD pct","human"
"GAST","ENSGALG00000027219","Gallus_gallus",TRUE,41,58,"ISD pct","human"
"GEMIN8","ENSMGAG00000006743","Meleagris_gallopavo",FALSE,44,5,"ISD pct","human"
"GEMIN8","ENSMGAG00000009524","Meleagris_gallopavo",FALSE,44,2,"ISD pct","human"
"GEMIN8","SHROOM3","Meleagris_gallopavo",FALSE,24,57,"ISD pct","human"
"HMGN3","WRB","Latimeria_chalumnae",FALSE,100,25,"ISD pct","human"
"IL13","ENSMGAG00000009008","Meleagris_gallopavo",FALSE,20,28,"ISD pct","human"
"IL13","ENSTGUG00000001384","Taeniopygia_guttata",FALSE,20,24,"ISD pct","human"
"IL2","ENSTGUG00000001994","Taeniopygia_guttata",FALSE,21,39,"ISD pct","human"
"IL5","ENSMGAG00000008970","Meleagris_gallopavo",TRUE,12,17,"ISD pct","human"
"IL7","ENSTGUG00000011621","Taeniopygia_guttata",FALSE,24,9,"ISD pct","human"
"IL9","fbxl3l","Latimeria_chalumnae",FALSE,22,9,"ISD pct","human"
"ISYNA1","fkbp8","Danio_rerio",FALSE,8,23,"ISD pct","human"
"IZUMO2","CRHR2","Gallus_gallus",FALSE,5,6,"ISD pct","human"
"IZUMO2","CRHR2","Meleagris_gallopavo",FALSE,5,6,"ISD pct","human"
"IZUMO2","ENSGALG00000029857","Gallus_gallus",FALSE,5,0,"ISD pct","human"
"KRTAP23-1","Krtap13-1","Rattus_norvegicus",TRUE,15,5,"ISD pct","human"
"KRTAP23-1","LOC100363136","Rattus_norvegicus",TRUE,15,9,"ISD pct","human"
"L1TD1","ENSGALG00000038993","Gallus_gallus",FALSE,39,15,"ISD pct","human"
"LOR","ENSGGOG00000028143","Gorilla_gorilla",FALSE,100,2,"ISD pct","human"
"MAGEA4","ATP10A","Meleagris_gallopavo",FALSE,34,18,"ISD pct","human"
"MAGEA4","ATP10A","Taeniopygia_guttata",FALSE,34,19,"ISD pct","human"
"MAGEA4","ENSMGAG00000005194","Meleagris_gallopavo",FALSE,34,3,"ISD pct","human"
"MAGEA4","ENSTGUG00000006374","Taeniopygia_guttata",FALSE,34,2,"ISD pct","human"
"MAGEA4","ENSTGUG00000006422","Taeniopygia_guttata",FALSE,34,5,"ISD pct","human"
"MAGEA4","GABRA3","Meleagris_gallopavo",FALSE,34,3,"ISD pct","human"
"MAGEA4","UBE3A","Meleagris_gallopavo",FALSE,34,13,"ISD pct","human"
"MAGEA4","UBE3A","Taeniopygia_guttata",FALSE,34,13,"ISD pct","human"
"MT1HL1","CABZ01088982.1","Danio_rerio",FALSE,100,6,"ISD pct","human"
"MTRNR2L12","ENSCAFG00000023663","Canis_familiaris",FALSE,100,1,"ISD pct","human"
"MTRNR2L12","ENSGALG00000040949","Gallus_gallus",FALSE,100,7,"ISD pct","human"
"MTRNR2L12","ENSMGAG00000014414","Meleagris_gallopavo",FALSE,100,0,"ISD pct","human"
"MTRNR2L12","ENSMGAG00000014415","Meleagris_gallopavo",FALSE,100,2,"ISD pct","human"
"MTRNR2L13","ENSCAFG00000012283","Canis_familiaris",FALSE,100,2,"ISD pct","human"
"NAT14","aplp2","Lepisosteus_oculatus",FALSE,8,18,"ISD pct","human"
"NAT14","ENSACAG00000029066","Anolis_carolinensis",FALSE,8,35,"ISD pct","human"
"NAT14","NFRKB","Meleagris_gallopavo",FALSE,8,33,"ISD pct","human"
"NAT14","NFRKB","Taeniopygia_guttata",FALSE,8,33,"ISD pct","human"
"NAT14","RIPK4","Gallus_gallus",FALSE,8,16,"ISD pct","human"
"NAT14","RIPK4","Taeniopygia_guttata",FALSE,8,12,"ISD pct","human"
"NAT14","SST","Gallus_gallus",FALSE,43,85,"ISD pct","human"
"NAT14","SST","Meleagris_gallopavo",FALSE,73,91,"ISD pct","human"
"NUDT16","ENSMGAG00000011441","Meleagris_gallopavo",FALSE,9,19,"ISD pct","human"
"ODF3L2","ENSMGAG00000002676","Meleagris_gallopavo",FALSE,39,18,"ISD pct","human"
"POM121L12","ENSMGAG00000015426","Meleagris_gallopavo",FALSE,24,7,"ISD pct","human"
"PRM1","RMI2","Gorilla_gorilla",FALSE,49,8,"ISD pct","human"
"PTH","ENSLACG00000006640","Latimeria_chalumnae",FALSE,53,10,"ISD pct","human"
"PXT1","zgc:194242","Latimeria_chalumnae",FALSE,20,1,"ISD pct","human"
"QRFP","FAM20B","Anolis_carolinensis",FALSE,5,9,"ISD pct","human"
"RRS1","ENSACAG00000016673","Anolis_carolinensis",FALSE,32,41,"ISD pct","human"
"SNAPC5","ENSMGAG00000017426","Meleagris_gallopavo",TRUE,16,100,"ISD pct","human"
"SNAPC5","ENSTGUG00000009402","Taeniopygia_guttata",TRUE,16,89,"ISD pct","human"
"SSMEM1","CPA5","Anolis_carolinensis",FALSE,82,1,"ISD pct","human"
"SSMEM1","ENSACAG00000025595","Anolis_carolinensis",FALSE,82,3,"ISD pct","human"
"SUPT16H","aktip","Lepisosteus_oculatus",FALSE,16,29,"ISD pct","human"
"SUPT16H","AKTIP","Meleagris_gallopavo",FALSE,16,35,"ISD pct","human"
"SUPT16H","rbl2","Lepisosteus_oculatus",FALSE,15,28,"ISD pct","human"
"SUPT16H","RBL2","Meleagris_gallopavo",FALSE,15,9,"ISD pct","human"
"TAC3","CRHR2","Gallus_gallus",FALSE,70,6,"ISD pct","human"
"TAC3","CRHR2","Meleagris_gallopavo",FALSE,70,6,"ISD pct","human"
"TAC3","ENSGALG00000029857","Gallus_gallus",FALSE,70,0,"ISD pct","human"
"TAF10","ENSTGUG00000000602","Taeniopygia_guttata",FALSE,51,9,"ISD pct","human"
"TEX29","ENSACAG00000029361","Anolis_carolinensis",FALSE,44,3,"ISD pct","human"
"TEX37","ENSACAG00000001230","Anolis_carolinensis",FALSE,4,69,"ISD pct","human"
"TEX37","ENSACAG00000008364","Anolis_carolinensis",FALSE,4,8,"ISD pct","human"
"TEX37","ENSMGAG00000013186","Meleagris_gallopavo",FALSE,4,3,"ISD pct","human"
"TEX37","ENSTGUG00000010868","Taeniopygia_guttata",FALSE,4,0,"ISD pct","human"
"TEX43","ENSLACG00000002786","Latimeria_chalumnae",FALSE,11,27,"ISD pct","human"
"TEX43","ENSLACG00000003195","Latimeria_chalumnae",FALSE,11,7,"ISD pct","human"
"TMCO2","si:dkey-148f10.4","Danio_rerio",FALSE,21,7,"ISD pct","human"
"TMCO2","si:dkey-148f10.4","Latimeria_chalumnae",FALSE,21,7,"ISD pct","human"
"UTF1","ENSACAG00000024721","Anolis_carolinensis",FALSE,56,55,"ISD pct","human"
"UTS2","si:dkey-264d12.1","Danio_rerio",FALSE,3,25,"ISD pct","human"
"UTS2","uts2b","Danio_rerio",TRUE,10,38,"ISD pct","human"
"IL7","ENSMGAG00000011608","Meleagris_gallopavo",TRUE,24,43,"ISD pct","human"
"IL7","ENSTGUG00000011619","Taeniopygia_guttata",TRUE,24,30,"ISD pct","human"
"MT-ATP8","ATP8","Anolis_carolinensis",TRUE,50,100,"ISD pct","human"
"MT-ATP8","ATP8","Latimeria_chalumnae",TRUE,50,100,"ISD pct","human"
"MT-ATP8","ATP8","Lepisosteus_oculatus",TRUE,50,100,"ISD pct","human"
"MT-ATP8","ATP8","Meleagris_gallopavo",TRUE,50,100,"ISD pct","human"
"MT-ATP8","ATP8","Taeniopygia_guttata",TRUE,50,100,"ISD pct","human"
"AC008758.6","si:dkey-7i4.7","Danio_rerio",FALSE,0,0,"LowComp pct","human"
"ACD","ENSLACG00000012327","Latimeria_chalumnae",FALSE,8.6,2.8,"LowComp pct","human"
"AL117339.5","si:dkey-7i4.7","Danio_rerio",FALSE,9.9,0,"LowComp pct","human"
"C12orf56","RPL18A","Meleagris_gallopavo",FALSE,14.1,0,"LowComp pct","human"
"C12orf56","RPL18A","Taeniopygia_guttata",FALSE,14.1,7.1,"LowComp pct","human"
"C12orf71","ENSACAG00000012318","Anolis_carolinensis",FALSE,7.8,0,"LowComp pct","human"
"C12orf71","ENSACAG00000012323","Anolis_carolinensis",FALSE,7.8,0,"LowComp pct","human"
"C19orf47","CEP170","Taeniopygia_guttata",FALSE,15.8,13.7,"LowComp pct","human"
"C19orf47","CEP170B","Taeniopygia_guttata",FALSE,15.8,10,"LowComp pct","human"
"C19orf47","SDCCAG8","Taeniopygia_guttata",FALSE,15.8,2.2,"LowComp pct","human"
"C1orf105","tmed5","Lepisosteus_oculatus",FALSE,0,5.6,"LowComp pct","human"
"C1orf115","ENSACAG00000001946","Anolis_carolinensis",FALSE,44.8,9.3,"LowComp pct","human"
"C1orf115","PFN3","Anolis_carolinensis",FALSE,44.8,0,"LowComp pct","human"
"C1orf127","MASP2","Meleagris_gallopavo",FALSE,13.7,0.7,"LowComp pct","human"
"C2orf74","ENSGALG00000023934","Gallus_gallus",FALSE,10.3,2.8,"LowComp pct","human"
"C4orf51","ENSGALG00000028322","Gallus_gallus",FALSE,0,3.7,"LowComp pct","human"
"C4orf51","zgc:152968","Danio_rerio",FALSE,0,2.8,"LowComp pct","human"
"C6orf222","RPLP2","Latimeria_chalumnae",FALSE,8.6,38.1,"LowComp pct","human"
"C8orf59","CA13","Taeniopygia_guttata",FALSE,0,0,"LowComp pct","human"
