"Gene_name","dN","dS","micro-synteny","tag"
"Rab23",0.0016,0.0989,"YES","fruitfly"
"CG2104",0.0322,0.1309,"NO","fruitfly"
"CG1239",0.0272,0.1164,"NO","fruitfly"
"CG2100",0.0234,0.1732,"YES","fruitfly"
"CG1236",0.0161,0.1135,"YES","fruitfly"
"Sym",0.0178,0.1549,"YES","fruitfly"
"CG2091",0.0171,0.1069,"YES","fruitfly"
"jagn",0.0021,0.0763,"NO","fruitfly"
"kat-60L1",0.0071,0.1481,"YES","fruitfly"
"CG2051",0.0109,0.1209,"NO","fruitfly"
"CG1218",0.0148,0.1432,"YES","fruitfly"
"CG2046",0.0155,0.222,"YES","fruitfly"
"CG10979",0.0094,0.0919,"YES","fruitfly"
"Hpr1",0.0106,0.1304,"NO","fruitfly"
"CG2023",0.0093,0.2361,"NO","fruitfly"
"dgrn",0.0667,0.0885,"YES","fruitfly"
"glob3",0.0325,0.1888,"YES","fruitfly"
"CG1208",0.0442,0.2322,"NO","fruitfly"
"CG1213",0.0027,0.2132,"NO","fruitfly"
"CG2017",7e-04,0.1444,"NO","fruitfly"
"CG10280",0.0101,0.0916,"NO","fruitfly"
"CG15580",0.026,0.1874,"NO","fruitfly"
"Or83c",0.0173,0.18,"YES","fruitfly"
"Vha14-2",0.2229,0.4946,"NO","fruitfly"
"CG1077",0.0211,0.1417,"YES","fruitfly"
"Osi1",0.011,0.1358,"NO","fruitfly"
"NPFR",0.012,0.1848,"NO","fruitfly"
"Osi24",0.0089,0.1428,"YES","fruitfly"
"Osi2",0.0023,0.105,"YES","fruitfly"
"Osi3",0.0044,0.1886,"YES","fruitfly"
"Osi4",0.0124,0.127,"YES","fruitfly"
"Osi5",0.0159,0.159,"YES","fruitfly"
"Osi8",0.0048,0.171,"YES","fruitfly"
"Osi9",0.0017,0.1161,"YES","fruitfly"
"Osi10",0.0148,0.1117,"YES","fruitfly"
"Osi11",0.0116,0.1087,"YES","fruitfly"
"Osi12",0.0057,0.0985,"NO","fruitfly"
"CG15594",0.0347,0.0982,"NO","fruitfly"
"Osi13",0.0044,0.16,"YES","fruitfly"
"Osi15",0.0038,0.1066,"YES","fruitfly"
"Osi17",0.016,0.0823,"YES","fruitfly"
"Osi18",0.0015,0.1259,"NO","fruitfly"
"Osi19",0.0144,0.0809,"YES","fruitfly"
"Osi20",1e-04,0.1194,"YES","fruitfly"
"CG17917",0.0128,0.1223,"YES","fruitfly"
"CG10298",0.0102,0.074,"NO","fruitfly"
"CG17919",0.0362,0.2854,"NO","fruitfly"
"CG18048",0.033,0.1001,"YES","fruitfly"
"Hr83",0.0122,0.2593,"YES","fruitfly"
"CG10286",0.0111,0.1402,"YES","fruitfly"
"godzilla",0.0148,0.0908,"YES","fruitfly"
"Dmtn",0.0033,0.0639,"YES","fruitfly"
"Zif",0.0163,0.1709,"NO","fruitfly"
"Neurochondrin",0.0024,0.1511,"YES","fruitfly"
"CG15186",0.0148,0.1091,"NO","fruitfly"
"CG15185",0.121,0.0844,"NO","fruitfly"
"CG1137",1.7563,NA,"NO","fruitfly"
"CG2336",0.0246,0.1229,"NO","fruitfly"
"CG1138",0.0708,0.1293,"NO","fruitfly"
"sunz",0.0121,0.0774,"NO","fruitfly"
"CG1105",0.0032,0.1345,"YES","fruitfly"
"CG1104",0.0115,0.1533,"NO","fruitfly"
"CG1943",0.0036,0.0937,"NO","fruitfly"
"Dpck",1e-04,0.1459,"YES","fruitfly"
"CG1091",0.0367,0.1159,"NO","fruitfly"
"CG10068",0.0041,0.1125,"NO","fruitfly"
"Fer1",1e-04,0.0866,"NO","fruitfly"
"CG14610",0.0616,0.1587,"NO","fruitfly"
"CG2656",0.0077,0.1205,"YES","fruitfly"
"MAGE",0.0452,0.0932,"NO","fruitfly"
"CG10055",0.0167,0.0804,"YES","fruitfly"
"CG14609",0.0014,0.1748,"YES","fruitfly"
"CG14606",0.0065,0.1299,"NO","fruitfly"
"CG14605",0.0132,0.1027,"YES","fruitfly"
"CG14608",0.0057,0.1264,"NO","fruitfly"
"CG14607",0.0142,0.1132,"YES","fruitfly"
"CG1234",0.0078,0.102,"YES","fruitfly"
"CG10053",0.0314,0.0884,"YES","fruitfly"
"CG1227",0.0014,0.0874,"YES","fruitfly"
"CG10050",0.0076,0.1481,"YES","fruitfly"
"CG10029",0.0275,0.1247,"NO","fruitfly"
"CG17944",0.0596,0.1217,"NO","fruitfly"
"Ir84a",0.0143,0.0857,"NO","fruitfly"
"wa-cup",0.0096,0.1454,"NO","fruitfly"
"CG14598",0.0463,0.1194,"NO","fruitfly"
"CG1142",0.0219,0.2483,"NO","fruitfly"
"CG1287",0.0157,0.1321,"NO","fruitfly"
"CG2616",0.0152,0.1175,"NO","fruitfly"
"pyd3",0.0023,0.2366,"NO","fruitfly"
"CG10919",0.0116,0.1922,"NO","fruitfly"
"Sp7",0.0196,0.1236,"YES","fruitfly"
"CG11286",0.0403,0.1123,"NO","fruitfly"
"CG10086",0.0092,0.1287,"NO","fruitfly"
"CG3014",0.0026,0.1726,"NO","fruitfly"
"CG18268",0.0273,0.106,"NO","fruitfly"
"CG2993",0.0079,0.0878,"NO","fruitfly"
"CG17816",0.0028,0.0453,"NO","fruitfly"
"CG10092",0.0274,0.1633,"NO","fruitfly"
"mRpS9",0.0079,0.0743,"YES","fruitfly"
"CG2943",0.0121,0.1036,"NO","fruitfly"
"CG10445",0.0436,0.1178,"NO","fruitfly"
"CD98hc",0.0543,0.146,"YES","fruitfly"
"CG2781",0.0012,0.1214,"NO","fruitfly"
"CG14463",0.0085,0.1126,"NO","fruitfly"
"CG2698",0.0072,0.0919,"YES","fruitfly"
"CG2767",0.0053,0.1033,"YES","fruitfly"
"CG3223",0.0134,0.1269,"YES","fruitfly"
"CG10435",0.0243,0.1024,"YES","fruitfly"
"Pbp95",0.0328,0.1268,"YES","fruitfly"
"CG2747",0.0028,0.1225,"YES","fruitfly"
"CG10903",0.0031,0.13,"YES","fruitfly"
"CG11035",0.018,0.2092,"YES","fruitfly"
"CG7910",0.0072,0.1271,"NO","fruitfly"
"CG7900",0.0229,0.1329,"NO","fruitfly"
"CG7878",0.0289,0.108,"NO","fruitfly"
"CG9667",0.009,0.127,"YES","fruitfly"
"Gie",1e-04,0.1035,"NO","fruitfly"
"CG7800",0.0769,0.1279,"YES","fruitfly"
"CG18249",0.0418,0.1354,"NO","fruitfly"
"Ada2b",0.0032,0.0878,"NO","fruitfly"
"CG9636",0.0042,0.1329,"NO","fruitfly"
"CG9630",0.0098,0.1185,"NO","fruitfly"
"CG11672",0.017,0.0789,"NO","fruitfly"
"CG9626",0.0092,0.0896,"NO","fruitfly"
"tex",2e-04,0.1902,"NO","fruitfly"
"CG11693",0.0028,0.0973,"NO","fruitfly"
"CG11698",0.0634,0.1399,"NO","fruitfly"
"Coq2",0.007,0.121,"NO","fruitfly"
"Or85a",0.007,0.1295,"NO","fruitfly"
"CG9601",0.0234,0.1777,"NO","fruitfly"
"COX7AL",0.0143,0.1427,"NO","fruitfly"
"DppIII",0.0027,0.122,"NO","fruitfly"
"CG7352",0.0345,0.1241,"NO","fruitfly"
"CG9684",0.0825,0.131,"NO","fruitfly"
"CG11737",0.0124,0.1118,"NO","fruitfly"
"Or85d",0.0168,0.1538,"NO","fruitfly"
"Cyp313b1",0.0164,0.1327,"NO","fruitfly"
"SLIRP2",3e-04,0.3354,"NO","fruitfly"
"CG11753",1e-04,0.1003,"NO","fruitfly"
"CG8032",0.0023,0.0902,"NO","fruitfly"
"CG8036",0.0027,0.1366,"NO","fruitfly"
"mRpL19",0.0071,0.1372,"NO","fruitfly"
"CG9773",0.0016,0.0828,"YES","fruitfly"
"CG8043",0.0093,0.1304,"NO","fruitfly"
"CG11755",0.0142,0.2113,"NO","fruitfly"
"CG8112",0.007,0.1069,"NO","fruitfly"
"CG8116",0.0033,0.0408,"NO","fruitfly"
"CG11760",1e-04,0.0845,"NO","fruitfly"
"CG8136",0.0387,0.1385,"YES","fruitfly"
"CG8145",0.0363,0.1331,"NO","fruitfly"
"CG11762",0.0307,0.0947,"NO","fruitfly"
"CG8159",0.02,0.1408,"NO","fruitfly"
"ranshi",0.0354,0.1428,"NO","fruitfly"
"CG8202",0.01,0.1345,"NO","fruitfly"
"CG9801",0.0086,0.1105,"NO","fruitfly"
"CG8236",0.0048,0.1037,"NO","fruitfly"
"CG13318",0.0118,0.0906,"NO","fruitfly"
"Ir85a",0.0113,0.1407,"NO","fruitfly"
"Tcp-1eta",0.0016,0.1453,"NO","fruitfly"
"CG9839",0.0223,0.1127,"NO","fruitfly"
"hng2",0.0212,0.0853,"NO","fruitfly"
"CG9837",0.0173,0.1816,"NO","fruitfly"
"CG8379",0.0031,0.1449,"NO","fruitfly"
"skap",0.0074,0.0658,"NO","fruitfly"
"CG11964",0.0046,0.134,"NO","fruitfly"
"CAHbeta",1e-04,0.1144,"NO","fruitfly"
"RagA-B",0.0056,0.1634,"NO","fruitfly"
"CG11975",1e-04,0.0916,"NO","fruitfly"
"CG11977",0.0438,0.2084,"NO","fruitfly"
"CG11980",0.0394,0.1149,"NO","fruitfly"
"CG11982",0.0098,0.1218,"NO","fruitfly"
"CG11983",0.0216,0.0761,"NO","fruitfly"
"CG11984",0.0064,0.0479,"NO","fruitfly"
"CG11986",0.049,0.1577,"NO","fruitfly"
"hyx",0.0016,0.1355,"NO","fruitfly"
"Kdm2",0.0041,0.096,"NO","fruitfly"
"beag",0.0079,0.1288,"NO","fruitfly"
"Ada",0.0295,0.1375,"NO","fruitfly"
"CG11997",0.0184,0.0917,"NO","fruitfly"
"CG8420",0.006,0.0623,"NO","fruitfly"
"St2",0.0268,0.1862,"NO","fruitfly"
"CG16734",0.0295,0.1255,"NO","fruitfly"
"CG16736",0.0189,0.0563,"NO","fruitfly"
"Ibf2",0.0044,0.1096,"NO","fruitfly"
"Ibf1",0.0074,0.142,"NO","fruitfly"
"VhaM8.9",0.0026,0.0875,"NO","fruitfly"
"sage",0.0103,0.1536,"NO","fruitfly"
"HP1e",0.0432,0.3405,"NO","fruitfly"
"CG8861",0.013,0.0726,"NO","fruitfly"
"CG8866",0.0078,0.1026,"NO","fruitfly"
"CG8121",0.0035,0.1162,"NO","fruitfly"
"CG18473",0.0036,0.1133,"NO","fruitfly"
"CG8129",0.0071,0.1589,"NO","fruitfly"
"CG8132",0.0142,0.166,"NO","fruitfly"
"CG9356",0.0226,0.1613,"NO","fruitfly"
"CG8135",0.0032,0.1603,"NO","fruitfly"
"Task7",0.0013,0.1785,"NO","fruitfly"
"GstZ1",0.0207,0.1411,"NO","fruitfly"
"GstZ2",0.0019,0.1371,"NO","fruitfly"
"CG16779",0.0084,0.1081,"NO","fruitfly"
"CG8176",0.0132,0.1168,"NO","fruitfly"
"mura",0.0094,0.0619,"NO","fruitfly"
"CG8199",0.0082,0.1023,"NO","fruitfly"
"CG9393",0.0065,0.105,"NO","fruitfly"
"CG16789",0.0016,0.1495,"NO","fruitfly"
"CG16790",0.0283,0.1892,"NO","fruitfly"
"CG9396",0.0092,0.1211,"NO","fruitfly"
"CG9399",0.0057,0.0596,"NO","fruitfly"
"CG8273",0.0234,0.0919,"NO","fruitfly"
"CG8301",0.0046,0.1299,"NO","fruitfly"
"P58IPK",0.0035,0.1653,"NO","fruitfly"
"bocks",0.0352,0.1327,"NO","fruitfly"
"CG8312",0.0074,0.1325,"NO","fruitfly"
"CG9427",0.0678,0.3292,"NO","fruitfly"
"CG8319",0.0332,0.2138,"NO","fruitfly"
"SpdS",0.003,0.1199,"NO","fruitfly"
"CG9492",0.0011,0.1018,"NO","fruitfly"
"CG8358",0.0318,0.1423,"NO","fruitfly"
"CG16817",0.0044,0.1772,"NO","fruitfly"
"CG9444",0.0131,0.1409,"NO","fruitfly"
"CG18542",0.007,0.1352,"NO","fruitfly"
"CG12950",0.0025,0.0994,"NO","fruitfly"
"CG12948",0.0073,0.0585,"NO","fruitfly"
"CG16908",0.0174,0.1081,"NO","fruitfly"
"Rpt3R",0.0023,0.1723,"NO","fruitfly"
"CG8412",0.0128,0.094,"NO","fruitfly"
"CG8417",0.0044,0.1379,"NO","fruitfly"
"CG8481",1e-04,0.099,"NO","fruitfly"
"CG9471",0.0064,0.1455,"NO","fruitfly"
"Whamy",0.0166,0.0839,"NO","fruitfly"
"topi",0.0334,0.1297,"NO","fruitfly"
"CG12945",0.045,0.0827,"NO","fruitfly"
"CG8507",2e-04,0.1524,"NO","fruitfly"
"CG8516",0.0076,0.0951,"NO","fruitfly"
"CG8526",0.0067,0.1187,"YES","fruitfly"
"CG8534",0.0183,0.1098,"NO","fruitfly"
"eloF",0.0329,0.1799,"NO","fruitfly"
"CG16904",0.0111,0.1328,"NO","fruitfly"
"CG9459",0.0412,0.206,"NO","fruitfly"
"CG9458",0.0152,0.1698,"NO","fruitfly"
"Art4",0.0031,0.0958,"NO","fruitfly"
"Spn85F",0.0074,0.077,"NO","fruitfly"
"CG5359",0.0255,0.0894,"NO","fruitfly"
"CG11722",0.0065,0.109,"NO","fruitfly"
"mtTFB2",0.018,0.1085,"NO","fruitfly"
"CG12811",0.0109,0.0868,"NO","fruitfly"
"CG3925",0.0213,0.0979,"NO","fruitfly"
"Fancl",0.014,0.1111,"NO","fruitfly"
"Npc2d",0.0054,0.1533,"NO","fruitfly"
"Npc2c",0.0198,0.0756,"NO","fruitfly"
"CG5361",0.0504,0.1609,"NO","fruitfly"
"CG3940",0.0085,0.0896,"NO","fruitfly"
"TAF1B",0.0174,0.1464,"NO","fruitfly"
"CG6254",0.0226,0.1015,"NO","fruitfly"
"CG12814",0.003,0.0648,"NO","fruitfly"
"CG12420",0.0297,0.1623,"NO","fruitfly"
"CG3999",0.0045,0.1521,"NO","fruitfly"
"Sirt6",0.0163,0.1847,"NO","fruitfly"
"CG6293",0.0032,0.1224,"NO","fruitfly"
"CG12818",0.0157,0.1381,"NO","fruitfly"
"sle",0.0592,0.1115,"NO","fruitfly"
"CG12592",0.0954,0.2395,"NO","fruitfly"
"CG18545",0.1299,0.1435,"NO","fruitfly"
"CG6325",0.0074,0.0863,"NO","fruitfly"
"Rrp46",0.0189,0.141,"YES","fruitfly"
"CG6345",0.0128,0.159,"NO","fruitfly"
"Cyp12e1",0.0102,0.1184,"NO","fruitfly"
"CG6465",0.008,0.1584,"NO","fruitfly"
"CG14684",0.0256,0.0778,"YES","fruitfly"
"CG14689",9e-04,0.157,"NO","fruitfly"
"CG4073",0.0455,0.1552,"NO","fruitfly"
"tomboy20",0.0559,0.1661,"NO","fruitfly"
"CG14691",0.0679,0.1886,"NO","fruitfly"
"Cap-H2",0.0483,0.1175,"NO","fruitfly"
"Desi",0.0051,0.1742,"NO","fruitfly"
"Art1",0.0034,0.1202,"NO","fruitfly"
"CG14687",0.0158,0.1353,"NO","fruitfly"
"CG14692",0.0743,0.147,"NO","fruitfly"
"CG14693",0.0256,0.1448,"NO","fruitfly"
"CG4089",0.0104,0.1253,"NO","fruitfly"
"CG4565",0.0211,0.0891,"NO","fruitfly"
"CG6567",0.0113,0.1318,"NO","fruitfly"
"CG4511",0.0057,0.1312,"NO","fruitfly"
"CG4570",0.017,0.1328,"NO","fruitfly"
"CG14694",0.0156,0.1337,"NO","fruitfly"
"CG6574",0.0148,0.1877,"NO","fruitfly"
"CG4596",1e-04,0.1263,"NO","fruitfly"
"CG14695",0.0303,0.1522,"NO","fruitfly"
"Tpc1",0.0053,0.1171,"NO","fruitfly"
"CG14696",0.0077,0.1692,"NO","fruitfly"
"Leash",0.0068,0.1375,"NO","fruitfly"
"Tengl4",0.0282,0.1443,"NO","fruitfly"
"CG6629",0.0148,0.1539,"NO","fruitfly"
"CG4706",0.0096,0.1536,"NO","fruitfly"
"CG18577",0.0366,0.1224,"NO","fruitfly"
"SdhC",1e-04,0.1391,"NO","fruitfly"
"ZnT86D",0.0012,0.1487,"NO","fruitfly"
"CG4820",0.0149,0.1174,"NO","fruitfly"
"CG6689",0.0264,0.1027,"NO","fruitfly"
"CG6693",0.0093,0.2521,"NO","fruitfly"
"CG17726",0.0115,0.1356,"NO","fruitfly"
"GCC88",0.0081,0.1231,"NO","fruitfly"
"CG17187",0.0173,0.1541,"NO","fruitfly"
"CG14701",0,0,"NO","fruitfly"
"Arfip",0.0074,0.1254,"NO","fruitfly"
"CG17721",0.1675,0.2603,"NO","fruitfly"
"CG5214",0.003,0.0763,"NO","fruitfly"
"mRpL40",0.0205,0.1119,"NO","fruitfly"
"Ranbp9",0.0069,0.1469,"NO","fruitfly"
"CG5270",0.0176,0.144,"NO","fruitfly"
"CG18643",0.0118,0.1191,"NO","fruitfly"
"RpL24-like",0.0107,0.1871,"NO","fruitfly"
"CG5276",0.0145,0.2,"NO","fruitfly"
"CG6744",0.018,0.1574,"NO","fruitfly"
"CG5281",1e-04,0.1322,"NO","fruitfly"
"PGRP-LB",0.0168,0.1182,"NO","fruitfly"
"dpr5",0.0101,0.1334,"NO","fruitfly"
"CG14708",0.0722,0.143,"NO","fruitfly"
"CG10898",1e-04,0.1239,"NO","fruitfly"
"sea",0.0083,0.1818,"NO","fruitfly"
"fabp",0.0461,0.3623,"NO","fruitfly"
"wkd",0.0011,0.1571,"NO","fruitfly"
"CG6791",0.0121,0.1321,"NO","fruitfly"
"CG14710",0.0358,0.1986,"NO","fruitfly"
"CG6808",0.0501,0.1599,"NO","fruitfly"
"CG14711",0.0179,0.1512,"NO","fruitfly"
"CG6813",0.0619,0.0757,"NO","fruitfly"
"CG14712",0.0489,0.0881,"NO","fruitfly"
"Elp1",0.0203,0.1141,"NO","fruitfly"
"CG14715",0.0065,0.1176,"NO","fruitfly"
"CG18476",0.0085,0.1171,"NO","fruitfly"
"Ho",0.0067,0.114,"NO","fruitfly"
"Fer3",0.0025,0.1432,"NO","fruitfly"
"CG14718",0.0362,0.0865,"NO","fruitfly"
"CG14720",0.0048,0.0908,"NO","fruitfly"
"CG12594",0.0128,0.0667,"NO","fruitfly"
"CG14721",0.004,0.1633,"NO","fruitfly"
"CG14722",0.0096,0.11,"NO","fruitfly"
"CG17360",0.0077,0.108,"NO","fruitfly"
"HisCl1",0.0011,0.074,"NO","fruitfly"
"CG6950",0.0058,0.1031,"NO","fruitfly"
"CG6959",0.004,0.1199,"NO","fruitfly"
"CG6962",0.0247,0.1143,"NO","fruitfly"
"mthl5",0.0135,0.136,"NO","fruitfly"
"CG6971",2e-04,0.1747,"NO","fruitfly"
"Cad87A",0.0032,0.125,"NO","fruitfly"
"CG10005",0.0038,0.1012,"NO","fruitfly"
"CG18547",0.0118,0.1487,"NO","fruitfly"
"Tk",0.0088,0.1707,"NO","fruitfly"
"KLHL18",0.0122,0.1262,"NO","fruitfly"
"GCC185",0.0174,0.0983,"NO","fruitfly"
"CG3313",0.001,0.1314,"NO","fruitfly"
"Spt3",0.0033,0.1537,"NO","fruitfly"
"ssp5",0.0218,0.1316,"NO","fruitfly"
"CG14739",0.0127,0.0842,"NO","fruitfly"
"CG14740",0.0171,0.1341,"NO","fruitfly"
"ATP8B",0.0095,0.1109,"NO","fruitfly"
"CG4702",1e-04,0.0773,"NO","fruitfly"
"dpr15",0.0223,0.0375,"NO","fruitfly"
"CG4810",0.0141,0.228,"NO","fruitfly"
"CG3809",0.0092,0.1553,"NO","fruitfly"
"CG4848",0.0141,0.1254,"NO","fruitfly"
"CG4860",0.0142,0.1324,"NO","fruitfly"
"CG10014",0.018,0.1503,"NO","fruitfly"
"CG17404",0.009,0.1483,"YES","fruitfly"
"CG12256",0.0033,0.141,"NO","fruitfly"
"CG3916",0.0137,0.2174,"NO","fruitfly"
"CG3942",0.0261,0.1878,"NO","fruitfly"
"CG17738",0.0263,0.0734,"NO","fruitfly"
"CG4066",0.0975,0.1289,"NO","fruitfly"
"CG10038",0.0158,0.1298,"NO","fruitfly"
"CG10041",0.0291,0.1672,"NO","fruitfly"
"MBD-R2",0.0272,0.1141,"NO","fruitfly"
"CG4115",1e-04,0.1404,"NO","fruitfly"
"CG10035",0.0192,0.1167,"NO","fruitfly"
"GstD11",1e-04,0.1007,"NO","fruitfly"
"CG10096",0.0128,0.144,"NO","fruitfly"
"CG10097",0.0249,0.1443,"NO","fruitfly"
"lig3",0.0361,0.1012,"NO","fruitfly"
"Cyp9f2",0.0121,0.1398,"NO","fruitfly"
"CG5167",0.0131,0.1403,"NO","fruitfly"
"CG5196",0.0071,0.1066,"NO","fruitfly"
"Scgbeta",0.0036,0.2258,"NO","fruitfly"
"CG17202",0.0291,0.1082,"NO","fruitfly"
"Sas",0.0163,0.105,"NO","fruitfly"
"CG5641",0.0043,0.1474,"NO","fruitfly"
"CG5245",0.0628,0.1524,"NO","fruitfly"
"CG5844",0.0046,0.1723,"NO","fruitfly"
"CG17207",0.0838,0.1432,"NO","fruitfly"
"CG5538",0.1072,0.0954,"NO","fruitfly"
"CG18549",1e-04,0.1119,"NO","fruitfly"
"trus",0.0233,0.1461,"NO","fruitfly"
"CG5961",0.0177,0.156,"NO","fruitfly"
"CG12267",0.0035,0.135,"NO","fruitfly"
"CG5608",0.007,0.1674,"NO","fruitfly"
"Snx3",2e-04,0.1611,"NO","fruitfly"
"CG6753",0.001,0.1331,"NO","fruitfly"
"Dtg",0.0405,0.108,"YES","fruitfly"
"CG14395",0.0053,0.1705,"NO","fruitfly"
"Gnmt",0.003,0.1873,"NO","fruitfly"
"Cyp313a4",0.0081,0.1667,"NO","fruitfly"
"CG14391",0.0164,0.108,"NO","fruitfly"
"NijC",1e-04,0.1159,"NO","fruitfly"
"CG12279",0.0193,0.1453,"NO","fruitfly"
"CG5724",0.1611,1.368,"NO","fruitfly"
"CG5999",0.0372,0.1647,"NO","fruitfly"
"beat-Vc",0.0047,0.0636,"NO","fruitfly"
"beat-Va",0.0014,0.0965,"NO","fruitfly"
"CG10126",0.0256,0.1177,"NO","fruitfly"
"d-cup",0.0061,0.0898,"NO","fruitfly"
"CG10909",0.0658,0.1082,"NO","fruitfly"
"beat-Vb",0.0056,0.0938,"NO","fruitfly"
"Cyp304a1",0.0162,0.1271,"NO","fruitfly"
"CG14384",0.0835,0.1075,"NO","fruitfly"
"CG7381",0.0064,0.0982,"NO","fruitfly"
"CG7091",0.0186,0.1716,"NO","fruitfly"
"Paip2",1e-04,0.0902,"NO","fruitfly"
"CG14383",0.0351,0.1358,"NO","fruitfly"
"CG7488",0.0111,0.125,"NO","fruitfly"
"CG17327",NA,NA,"NO","fruitfly"
"CG11656",0.0207,0.1503,"NO","fruitfly"
"CG8031",0.0245,0.0953,"NO","fruitfly"
"CG12360",0.0075,0.0954,"NO","fruitfly"
"CG11668",0.0256,0.1231,"NO","fruitfly"
"CG11670",0.0258,0.1369,"NO","fruitfly"
"CG7966",0.0073,0.1353,"NO","fruitfly"
"timeout",0.0094,0.0807,"NO","fruitfly"
"CG8138",0.0037,0.1027,"NO","fruitfly"
"CG8508",0.0627,0.126,"NO","fruitfly"
"CG14380",0.0283,0.1159,"NO","fruitfly"
"CG8141",0.068,0.0923,"NO","fruitfly"
"CG8483",0.0047,0.079,"NO","fruitfly"
"CG8476",0.021,0.0749,"NO","fruitfly"
"Ravus",0.0255,0.1222,"NO","fruitfly"
"CG8449",0.0109,0.1154,"NO","fruitfly"
"CG8630",0.001,0.1846,"NO","fruitfly"
"CG15888",0.015,0.1548,"NO","fruitfly"
"CG15887",0.0033,0.0604,"NO","fruitfly"
"Osi22",0.0118,0.1623,"NO","fruitfly"
"wntD",0.0073,0.1065,"NO","fruitfly"
"CG8773",0.0078,0.1381,"NO","fruitfly"
"PK2-R2",0.0064,0.1009,"NO","fruitfly"
"PK2-R1",0.0056,0.1059,"NO","fruitfly"
"CheA87a",0.0889,0.1844,"NO","fruitfly"
"CG9813",0.0123,0.0893,"NO","fruitfly"
"CG8870",0.1153,0.1259,"NO","fruitfly"
"Droj2",0.0011,0.1519,"NO","fruitfly"
"CG9799",0.013,0.1637,"NO","fruitfly"
"CCHa2",0.0139,0.0463,"NO","fruitfly"
"GILT1",0.0017,0.1925,"NO","fruitfly"
"yellow-e3",0.01,0.1855,"NO","fruitfly"
"yellow-e2",0.0083,0.1559,"NO","fruitfly"
"Ir87a",0.0199,0.1618,"NO","fruitfly"
"CG14372",0.0026,0.0802,"NO","fruitfly"
"CG14369",0.0171,0.0503,"NO","fruitfly"
"CG9759",0.0094,0.053,"NO","fruitfly"
"CG9269",0.0108,0.0537,"NO","fruitfly"
"CG10841",0.0035,0.097,"NO","fruitfly"
"Task6",0.2286,0.3577,"NO","fruitfly"
"CG9588",0.0075,0.1738,"NO","fruitfly"
"lkb1",0.0023,0.1221,"NO","fruitfly"
"omd",0.0054,0.1276,"NO","fruitfly"
"CG14367",0.0042,0.1181,"NO","fruitfly"
"Adgf-D",0.0059,0.2025,"NO","fruitfly"
"Adgf-C",0.008,0.1232,"NO","fruitfly"
"CG9312",0.0421,0.0786,"NO","fruitfly"
"Cht5",0.0084,0.1418,"NO","fruitfly"
"CG9297",0.0081,0.0864,"NO","fruitfly"
"CG9286",0.0208,0.1711,"NO","fruitfly"
"CG14362",0.0216,0.067,"NO","fruitfly"
"Art9",0.0208,0.1146,"NO","fruitfly"
"Art6",0.0255,0.1425,"NO","fruitfly"
"CG9926",0.0394,0.0995,"NO","fruitfly"
"CG9925",0.0931,0.1479,"NO","fruitfly"
"Cyp6d5",0.0222,0.1858,"NO","fruitfly"
"CG3061",0.0201,0.1508,"YES","fruitfly"
"CG9922",0.0038,0.0773,"NO","fruitfly"
"foxo",0.0084,0.1353,"NO","fruitfly"
"Npc2b",0.0051,0.152,"NO","fruitfly"
"CCHa1",0.0362,0.1644,"NO","fruitfly"
"CG9920",1e-04,0.0994,"NO","fruitfly"
"PK1-R",0.0031,0.1316,"NO","fruitfly"
"Or88a",0.0174,0.1104,"NO","fruitfly"
"CG14357",0.1168,0.1668,"NO","fruitfly"
"Kif19A",0.005,0.1206,"NO","fruitfly"
"twf",0.0025,0.1767,"NO","fruitfly"
"CG14356",0.0061,0.0795,"NO","fruitfly"
"CG14355",0.0138,0.139,"NO","fruitfly"
"CG9722",0.0127,0.1386,"NO","fruitfly"
"CG3199",0.0159,0.1455,"NO","fruitfly"
"CG9649",0.0184,0.113,"NO","fruitfly"
"CG9624",0.0163,0.154,"NO","fruitfly"
"CG9616",0.0995,0.1736,"NO","fruitfly"
"CG14840",0.0313,0.0917,"NO","fruitfly"
"CG14841",0.0688,0.0709,"NO","fruitfly"
"CG14839",0.0462,0.1282,"YES","fruitfly"
"CG12207",0.0022,0.0811,"NO","fruitfly"
"Afti",0.0185,0.0668,"NO","fruitfly"
"ATPsynE",0.0102,0.0784,"NO","fruitfly"
"soti",0.0277,0.071,"NO","fruitfly"
"HtrA2",0.0095,0.074,"NO","fruitfly"
"mRpL11",0.0023,0.1512,"NO","fruitfly"
"CG8461",0.0069,0.1324,"NO","fruitfly"
"CG14854",0.0153,0.0506,"NO","fruitfly"
"CG14853",0.0084,0.1142,"NO","fruitfly"
"Cad88C",0.0063,0.1257,"NO","fruitfly"
"CG7886",0.0175,0.1045,"NO","fruitfly"
"CG3505",0.016,0.1328,"NO","fruitfly"
"Hexim",0.0252,0.153,"NO","fruitfly"
"BigH1",0.0478,0.1335,"NO","fruitfly"
"CG7530",0.0064,0.0845,"NO","fruitfly"
"smp-30",0.02,0.1739,"NO","fruitfly"
"CG14855",0.0128,0.1475,"NO","fruitfly"
"CG14856",0.0124,0.1674,"NO","fruitfly"
"CG14857",0.0058,0.1099,"YES","fruitfly"
"CG3610",0.0194,0.2045,"NO","fruitfly"
"CG3631",0.0041,0.1652,"NO","fruitfly"
"Rrp6",0.0227,0.1381,"NO","fruitfly"
"UQCR-C1",1e-04,0.1015,"NO","fruitfly"
