"Gene_name","dN","dS","micro-synteny","dataset","dNdS"
"MED11",0.0023,0.1645,"YES","fruitfly",0.014
"Nufip",0.0394,0.1752,"YES","fruitfly",0.2249
"Atg3",0.009,0.0964,"YES","fruitfly",0.0934
"CG14073",0.0096,0.1061,"NO","fruitfly",0.0905
"HipHop",0.044,0.1532,"YES","fruitfly",0.2872
"Indy",8e-04,0.1051,"NO","fruitfly",0.0076
"CG6865",0.0063,0.1152,"NO","fruitfly",0.0547
"CG14074",0.035,0.2079,"YES","fruitfly",0.1684
"Dysb",0.0204,0.0951,"YES","fruitfly",0.2145
"CG6852",1e-04,0.0795,"NO","fruitfly",0.0013
"CG3961",1e-04,0.0846,"YES","fruitfly",0.0012
"NijB",0.0285,0.146,"YES","fruitfly",0.1952
"CG3902",0.002,0.1275,"NO","fruitfly",0.0157
"RpL26",1e-04,0.1379,"NO","fruitfly",7e-04
"arx",0.0262,0.1099,"YES","fruitfly",0.2384
"CG6843",0.0114,0.1234,"YES","fruitfly",0.0924
"CG6841",1e-04,0.1187,"NO","fruitfly",8e-04
"Ir75d",0.0014,0.1047,"NO","fruitfly",0.0134
"CG14077",0.0302,0.1259,"NO","fruitfly",0.2399
"CG6839",0.0115,0.1503,"NO","fruitfly",0.0765
"CG3819",0.0051,0.1195,"YES","fruitfly",0.0427
"CG6836",0.0053,0.161,"NO","fruitfly",0.0329
"CG14075",0.0139,0.0772,"NO","fruitfly",0.1801
"CG11619",0.0107,0.15,"YES","fruitfly",0.0713
"CG18135",0.0442,0.2007,"YES","fruitfly",0.2202
"CG3808",0.0178,0.1282,"YES","fruitfly",0.1388
"CG18136",0.0111,0.1397,"NO","fruitfly",0.0795
"CG3797",0.0079,0.1261,"NO","fruitfly",0.0626
"CG6812",0.0039,0.1262,"YES","fruitfly",0.0309
"MESR6",0.0054,0.1222,"NO","fruitfly",0.0442
"CG11577",0.0139,0.1164,"YES","fruitfly",0.1194
"CG10424",0.0138,0.1133,"YES","fruitfly",0.1218
"CG14079",0.0033,0.1608,"YES","fruitfly",0.0205
"Gem2",0.0075,0.1041,"YES","fruitfly",0.072
"mRpL21",0.0177,0.1962,"NO","fruitfly",0.0902
"CG9666",0.006,0.231,"NO","fruitfly",0.026
"CG9629",0.0087,0.1419,"YES","fruitfly",0.0613
"CG14086",0.0114,0.076,"YES","fruitfly",0.15
"CG14089",0.0465,0.1885,"YES","fruitfly",0.2467
"ms(3)76Ba",0.1074,0.1349,"NO","fruitfly",0.7961
"brv1",0.025,0.1595,"NO","fruitfly",0.1567
"CG9451",0.0162,0.1488,"NO","fruitfly",0.1089
"CG9452",0.0031,0.1347,"NO","fruitfly",0.023
"Cpr76Ba",0.0178,0.137,"NO","fruitfly",0.1299
"Cpr76Bb",0.0133,0.1063,"NO","fruitfly",0.1251
"Cpr76Bc",0.012,0.1405,"NO","fruitfly",0.0854
"Cpr76Bd",0.013,0.1007,"NO","fruitfly",0.1291
"CG9279",0.0138,0.1138,"YES","fruitfly",0.1213
"CG9300",0.0249,0.1502,"NO","fruitfly",0.1658
"CG9231",0.0173,0.2135,"YES","fruitfly",0.081
"CG9330",0.0019,0.1556,"YES","fruitfly",0.0122
"CG14100",0.0248,0.1644,"YES","fruitfly",0.1509
"CG9368",0.0051,0.1307,"YES","fruitfly",0.039
"CG9372",0.0108,0.1515,"YES","fruitfly",0.0713
"Lon",0.0069,0.1258,"YES","fruitfly",0.0548
"CG9376",1e-04,0.1166,"YES","fruitfly",9e-04
"ms(3)76Cc",0.0393,0.1233,"YES","fruitfly",0.3187
"wnd",0.0034,0.1444,"YES","fruitfly",0.0235
"CG8786",0.0097,0.0876,"YES","fruitfly",0.1107
"CG8765",0.0184,0.1421,"NO","fruitfly",0.1295
"ms(3)76Ca",0.0044,0.1521,"NO","fruitfly",0.0289
"CG14102",0.0482,0.0857,"NO","fruitfly",0.5624
"CG14103",0.0331,0.1031,"YES","fruitfly",0.321
"CG15881",0.0031,0.1315,"YES","fruitfly",0.0236
"Cyp305a1",0.0071,0.1036,"YES","fruitfly",0.0685
"Fibp",0.0028,0.1745,"YES","fruitfly",0.016
"Usp32",0.0041,0.1345,"YES","fruitfly",0.0305
"Prp3",0.0036,0.1748,"NO","fruitfly",0.0206
"Mtr3",0.0186,0.1316,"NO","fruitfly",0.1413
"CG7770",0.0157,0.1289,"NO","fruitfly",0.1218
"Grasp65",0.0119,0.1443,"NO","fruitfly",0.0825
"CG8004",0.0118,0.2438,"YES","fruitfly",0.0484
"RhoGDI",0.0023,0.0654,"NO","fruitfly",0.0352
"CG14182",1e-04,0.1298,"NO","fruitfly",8e-04
"CG17732",0.0497,0.0905,"NO","fruitfly",0.5492
"hale",0.0323,0.0817,"NO","fruitfly",0.3953
"schuy",0.0434,0.1134,"YES","fruitfly",0.3827
"CG7646",0,0.0354,"NO","fruitfly",0
"CG7433",0.0027,0.0883,"NO","fruitfly",0.0306
"Tom20",0,0.0444,"YES","fruitfly",0
"CG7668",0.0868,0.1114,"YES","fruitfly",0.7792
"CG14183",0.0114,0.1256,"YES","fruitfly",0.0908
"CG14184",0.0144,0.1385,"YES","fruitfly",0.104
"sNPF-R",0.0027,0.1682,"YES","fruitfly",0.0161
"CG14186",0.0145,0.1148,"NO","fruitfly",0.1263
"CG14185",0.0046,0.1512,"NO","fruitfly",0.0304
"Ir76b",0.0094,0.2255,"YES","fruitfly",0.0417
"CG14187",0.0034,0.1166,"YES","fruitfly",0.0292
"CG7365",0.0079,0.1742,"YES","fruitfly",0.0454
"obst-J",0.0255,0.1383,"NO","fruitfly",0.1844
"CG7335",0.0071,0.1377,"YES","fruitfly",0.0516
"CG7328",0.0102,0.167,"NO","fruitfly",0.0611
"Ssk",1e-04,0.145,"NO","fruitfly",7e-04
"obst-F",0.0185,0.0606,"YES","fruitfly",0.3053
"CG7298",0.0699,0.0943,"YES","fruitfly",0.7413
"CG7290",0.0426,0.1329,"YES","fruitfly",0.3205
"CG6996",0.0319,0.1535,"NO","fruitfly",0.2078
"CG7017",0.0101,0.1619,"NO","fruitfly",0.0624
"CG6933",0.1145,0.1717,"YES","fruitfly",0.6669
"CG17145",0.0263,0.1157,"YES","fruitfly",0.2273
"CG13813",0.0215,0.118,"YES","fruitfly",0.1822
"CG17233",0.0063,0.0687,"YES","fruitfly",0.0917
"CG6951",0.0581,0.1715,"YES","fruitfly",0.3388
"FRG1",0.0112,0.1971,"NO","fruitfly",0.0568
"CG6597",0.0054,0.0959,"NO","fruitfly",0.0563
"Rbbp5",0.0335,0.1057,"NO","fruitfly",0.3169
"eRF1",0.0239,0.0896,"YES","fruitfly",0.2667
"CG5618",0.0088,0.1237,"YES","fruitfly",0.0711
"CG5665",0.0174,0.1423,"YES","fruitfly",0.1223
"Toll-9",0.0184,0.138,"YES","fruitfly",0.1333
"CG13247",0.0215,0.1331,"YES","fruitfly",0.1615
"CG13248",0.0021,0.1364,"NO","fruitfly",0.0154
"zye",0.0247,0.0967,"YES","fruitfly",0.2554
"CG5282",1e-04,0.1181,"YES","fruitfly",8e-04
"CG5274",0.0049,0.1493,"YES","fruitfly",0.0328
"CG5262",0.0056,0.1218,"YES","fruitfly",0.046
"mRpL15",0.003,0.2442,"YES","fruitfly",0.0123
"CG5872",0.036,0.1325,"YES","fruitfly",0.2717
"CG11796",1e-04,0.1479,"NO","fruitfly",7e-04
"CG5910",0.0163,0.1016,"NO","fruitfly",0.1604
"CG5199",0.0058,0.105,"NO","fruitfly",0.0552
"atk",0.0054,0.1257,"NO","fruitfly",0.043
"mag",0.0148,0.1761,"NO","fruitfly",0.084
"CG5955",0.0046,0.1321,"YES","fruitfly",0.0348
"CG5969",0.004,0.1704,"YES","fruitfly",0.0235
"isoQC",0.0671,0.183,"YES","fruitfly",0.3667
"ZnT77C",0.0184,0.1293,"YES","fruitfly",0.1423
"ND-39",0.0051,0.1417,"YES","fruitfly",0.036
"CG5078",0.0443,0.1368,"YES","fruitfly",0.3238
"CG5059",0.0224,0.0823,"YES","fruitfly",0.2722
"mTerf3",0.0164,0.1698,"YES","fruitfly",0.0966
"CG5104",0.101,0.1996,"YES","fruitfly",0.506
"CG4825",0.0092,0.1125,"YES","fruitfly",0.0818
"CG4858",0.0087,0.1499,"YES","fruitfly",0.058
"Rcd2",0.0437,0.0939,"YES","fruitfly",0.4654
"CG13250",0.0215,0.1514,"NO","fruitfly",0.142
"CG13251",0.0169,0.1118,"NO","fruitfly",0.1512
"cmpy",0.0016,0.0405,"YES","fruitfly",0.0395
"CG13252",0.0141,0.0811,"NO","fruitfly",0.1739
"CG4074",0.0045,0.2333,"NO","fruitfly",0.0193
"CG4042",0.0223,0.1324,"YES","fruitfly",0.1684
"Pex16",0.0095,0.1178,"YES","fruitfly",0.0806
"Pex14",0.0142,0.1478,"YES","fruitfly",0.0961
"CG11399",0.0069,0.0879,"YES","fruitfly",0.0785
"CG11396",0.0123,0.1199,"YES","fruitfly",0.1026
"CG3698",0.0199,0.1583,"NO","fruitfly",0.1257
"CG4365",0.0071,0.1602,"NO","fruitfly",0.0443
"Spc105R",0.048,0.1248,"YES","fruitfly",0.3846
"CG3634",8e-04,0.1022,"YES","fruitfly",0.0078
"HIPP1",0.0269,0.1021,"YES","fruitfly",0.2635
"CG3618",0.0155,0.1111,"YES","fruitfly",0.1395
"CG3288",0.0039,0.1035,"NO","fruitfly",0.0377
"CG11456",0.0169,0.0971,"YES","fruitfly",0.174
"CG10589",0.0102,0.1644,"NO","fruitfly",0.062
"CG10588",0.0186,0.1409,"NO","fruitfly",0.132
"CG12983",0.0324,0.1394,"YES","fruitfly",0.2324
"CG12984",0.0679,0.1742,"NO","fruitfly",0.3898
"CG10585",0.004,0.0769,"NO","fruitfly",0.052
"CG10584",0.0181,0.1005,"NO","fruitfly",0.1801
"CG10581",0.0421,0.1268,"YES","fruitfly",0.332
"CG10566",0.0104,0.0983,"NO","fruitfly",0.1058
"CG10565",0.008,0.1194,"YES","fruitfly",0.067
"CG10512",0.0171,0.0596,"YES","fruitfly",0.2869
"CG10510",0.0062,0.135,"YES","fruitfly",0.0459
"CG10508",0.0094,0.0902,"YES","fruitfly",0.1042
"CG12975",0.0147,0.0452,"YES","fruitfly",0.3252
"CG9391",0.0032,0.1613,"NO","fruitfly",0.0198
"CG9389",0.0208,0.0919,"NO","fruitfly",0.2263
"CG12974",0.0175,0.0816,"YES","fruitfly",0.2145
"Cpr78Ca",0.0069,0.0751,"YES","fruitfly",0.0919
"Cpr78Cb",0.0129,0.1168,"NO","fruitfly",0.1104
"Cpr78Cc",0.0182,0.1788,"NO","fruitfly",0.1018
"CG11309",0.0024,0.1,"NO","fruitfly",0.024
"CG7632",0.0068,0.1416,"NO","fruitfly",0.048
"CG7338",0.0089,0.1472,"NO","fruitfly",0.0605
"CG7324",0.0134,0.1231,"YES","fruitfly",0.1089
"ebd2",0.0167,0.1196,"NO","fruitfly",0.1396
"CG12971",0.0238,0.0892,"YES","fruitfly",0.2668
"CG5656",0.0199,0.178,"NO","fruitfly",0.1118
"Syx6",0.01,0.0846,"YES","fruitfly",0.1182
"Neu2",0.121,0.1256,"YES","fruitfly",0.9634
"CG7202",0.0333,0.1354,"YES","fruitfly",0.2459
"CG7519",0.0082,0.0997,"YES","fruitfly",0.0822
"Est-Q",0.0197,0.0924,"NO","fruitfly",0.2132
"M6",0.0048,0.1526,"YES","fruitfly",0.0315
"Cdk12",0.0093,0.1168,"YES","fruitfly",0.0796
"CG7611",0.002,0.1508,"YES","fruitfly",0.0133
"Wnk",0.011,0.0883,"YES","fruitfly",0.1246
"CG7173",0.0251,0.1137,"YES","fruitfly",0.2208
"CapaR",0.012,0.1015,"YES","fruitfly",0.1182
"CG7634",0.0122,0.114,"YES","fruitfly",0.107
"CG7172",0.0128,0.1734,"NO","fruitfly",0.0738
"S1P",0.0261,0.1501,"NO","fruitfly",0.1739
"CG11307",0.0083,0.0738,"YES","fruitfly",0.1125
"CG7166",0.0045,0.1216,"YES","fruitfly",0.037
"CG11306",0.0105,0.145,"YES","fruitfly",0.0724
"MED1",0.0148,0.1202,"YES","fruitfly",0.1231
"ORMDL",0.0029,0.1357,"NO","fruitfly",0.0214
"Cpr78E",0.0096,0.1379,"NO","fruitfly",0.0696
"CG11249",0.0122,0.1585,"NO","fruitfly",0.077
"Als2",0.0121,0.1214,"NO","fruitfly",0.0997
"CG11247",0.0074,0.1464,"YES","fruitfly",0.0505
"Rpb8",3e-04,0.3112,"YES","fruitfly",0.001
"CG14570",0.0341,0.0955,"YES","fruitfly",0.3571
"CG14569",0.0177,0.0937,"NO","fruitfly",0.1889
"CG14568",0.0179,0.1127,"NO","fruitfly",0.1588
"CG14573",0.048,0.1245,"NO","fruitfly",0.3855
"CG14567",0.0217,0.1127,"NO","fruitfly",0.1925
"CG14566",0.0677,0.1484,"YES","fruitfly",0.4562
"CG14572",0.023,0.1053,"YES","fruitfly",0.2184
"CG14565",0.0258,0.0678,"YES","fruitfly",0.3805
"Syn1",0.0028,0.1169,"YES","fruitfly",0.024
"CG14564",0.0175,0.0784,"NO","fruitfly",0.2232
"CG7407",0.0099,0.1786,"YES","fruitfly",0.0554
"CG7414",0.0083,0.1348,"YES","fruitfly",0.0616
"Nopp140",0.028,0.0795,"YES","fruitfly",0.3522
"P5CDh1",0.0053,0.1537,"NO","fruitfly",0.0345
"CG7442",0.0102,0.143,"NO","fruitfly",0.0713
"CG14562",0.0101,0.1151,"NO","fruitfly",0.0877
"CG7458",0.0156,0.1781,"NO","fruitfly",0.0876
"CG7470",0.0027,0.1794,"YES","fruitfly",0.0151
"CG7140",0.0157,0.1923,"NO","fruitfly",0.0816
"CG14561",0.0065,0.1881,"YES","fruitfly",0.0346
"CG7133",0.1159,0.102,"NO","fruitfly",1.1363
"CG7130",0.0231,0.1439,"YES","fruitfly",0.1605
"olf413",0.009,0.0594,"NO","fruitfly",0.1515
"CG11523",0.0115,0.2195,"YES","fruitfly",0.0524
"CG11449",0.0111,0.1771,"NO","fruitfly",0.0627
"laza",0.0138,0.1591,"YES","fruitfly",0.0867
"CG11438",0.0096,0.2134,"NO","fruitfly",0.045
"CG11437",0.015,0.1314,"NO","fruitfly",0.1142
"CG11426",0.0139,0.16,"NO","fruitfly",0.0869
"CG11425",0.029,0.1155,"NO","fruitfly",0.2511
"CG11404",0.0661,0.1348,"NO","fruitfly",0.4904
"Trxr-2",0.0076,0.1185,"NO","fruitfly",0.0641
"CG14459",0.0269,0.0992,"NO","fruitfly",0.2712
"ND-B14.5AL",0.0284,0.0785,"NO","fruitfly",0.3618
"CG14457",0.0063,0.1453,"NO","fruitfly",0.0434
"CG14455",0.0105,0.2307,"YES","fruitfly",0.0455
"CG14456",0.0177,0.2052,"NO","fruitfly",0.0863
"CG11370",0.023,0.1153,"NO","fruitfly",0.1995
"ArfGAP3",0.0073,0.1397,"YES","fruitfly",0.0523
"CG14451",0.0597,0.1369,"NO","fruitfly",0.4361
"CG14450",0.0273,0.1461,"NO","fruitfly",0.1869
"CG11241",0.0189,0.1297,"YES","fruitfly",0.1457
"CG7369",0.0076,0.0768,"NO","fruitfly",0.099
"CG14448",0.0323,0.1575,"NO","fruitfly",0.2051
"CG11226",0.0521,0.0871,"NO","fruitfly",0.5982
"CG13239",0.0167,0.073,"YES","fruitfly",0.2288
"CG11137",0.0135,0.1455,"YES","fruitfly",0.0928
"CG11109",0.0257,0.1345,"NO","fruitfly",0.1911
"Ssl1",0.0039,0.1855,"NO","fruitfly",0.021
"slif",0.0081,0.1403,"NO","fruitfly",0.0577
"CG11131",0.0188,0.1477,"NO","fruitfly",0.1273
"BoYb",0.0543,0.1285,"NO","fruitfly",0.4226
"CG12768",0.0111,0.0757,"NO","fruitfly",0.1466
"Mes2",0.0146,0.1298,"NO","fruitfly",0.1125
"beta-Man",0.0202,0.081,"YES","fruitfly",0.2494
"CG14636",0.0208,0.118,"NO","fruitfly",0.1763
"aux",0.015,0.0955,"NO","fruitfly",0.1571
"CG14641",0.0042,0.1616,"YES","fruitfly",0.026
"CG14642",0.0255,0.1433,"NO","fruitfly",0.1779
"TwdlF",0.0227,0.136,"NO","fruitfly",0.1669
"TwdlG",0.0224,0.1832,"NO","fruitfly",0.1223
"TwdlV",0.0099,0.186,"YES","fruitfly",0.0532
"CG1092",0.0115,0.1498,"YES","fruitfly",0.0768
"CG9766",0.0315,0.1272,"NO","fruitfly",0.2476
"CG9780",0.0328,0.1088,"NO","fruitfly",0.3015
"Vps24",0.01,0.1197,"NO","fruitfly",0.0835
"CG9791",0.012,0.1138,"NO","fruitfly",0.1054
"CG9795",0.0285,0.0898,"YES","fruitfly",0.3174
"CG1103",0.0205,0.0772,"NO","fruitfly",0.2655
"Skp2",0.0213,0.0808,"NO","fruitfly",0.2636
"CG1090",0.0067,0.0784,"NO","fruitfly",0.0855
"CG11739",0.0013,0.1325,"NO","fruitfly",0.0098
"CG14646",0.0179,0.1224,"YES","fruitfly",0.1462
"CG9855",0.0075,0.1007,"NO","fruitfly",0.0745
"CG14647",0.0053,0.1415,"NO","fruitfly",0.0375
"srl",0.0369,0.0926,"YES","fruitfly",0.3985
"eIF3-S10",0.0069,0.1076,"YES","fruitfly",0.0641
"CG1074",0.0275,0.1607,"NO","fruitfly",0.1711
"CG9804",0.018,0.0836,"NO","fruitfly",0.2153
"CG14650",0.019,0.0965,"NO","fruitfly",0.1969
"CG14651",0.0086,0.1549,"YES","fruitfly",0.0555
"Fip1",0.0056,0.1336,"YES","fruitfly",0.0419
"CG9775",0.0344,0.1121,"NO","fruitfly",0.3069
"MED31",0.0058,0.1039,"NO","fruitfly",0.0558
"slx1",0.0152,0.098,"NO","fruitfly",0.1551
"spartin",0.017,0.1158,"NO","fruitfly",0.1468
"CG9769",1e-04,0.1417,"NO","fruitfly",7e-04
"CG14655",0.0108,0.1633,"YES","fruitfly",0.0661
"CG17387",0.0054,0.1961,"NO","fruitfly",0.0275
"CG1129",0.0063,0.0798,"YES","fruitfly",0.0789
"CG1126",0.0081,0.1367,"YES","fruitfly",0.0593
"CG14657",0.037,0.0946,"YES","fruitfly",0.3911
"CG14658",0.0154,0.1688,"YES","fruitfly",0.0912
"CG14659",0.117,0.1135,"YES","fruitfly",1.0308
"CG14661",1e-04,0.0733,"YES","fruitfly",0.0014
"CG1124",0.0059,0.1205,"NO","fruitfly",0.049
"CG14662",0.0546,0.1595,"NO","fruitfly",0.3423
"CG2022",0.0062,0.1144,"NO","fruitfly",0.0542
"CG12007",0.0257,0.1206,"YES","fruitfly",0.2131
"CG12590",0.1044,0.1033,"NO","fruitfly",1.0106
"dpr16",0.011,0.0867,"YES","fruitfly",0.1269
"Prosbeta2R2",0.0595,0.2108,"NO","fruitfly",0.2823
"CG1116",0.0148,0.1754,"YES","fruitfly",0.0844
"CG2604",0.0129,0.1628,"YES","fruitfly",0.0792
"Vps37B",0.0139,0.1346,"YES","fruitfly",0.1033
"Mms19",0.0034,0.1293,"YES","fruitfly",0.0263
"CG1113",0.02,0.1406,"NO","fruitfly",0.1422
"CG12173",0.0378,0.1402,"YES","fruitfly",0.2696
"Tim17b1",0.0139,0.1138,"YES","fruitfly",0.1221
"CG11999",0.0073,0.1459,"YES","fruitfly",0.05
"CG1161",0.018,0.0814,"YES","fruitfly",0.2211
"Cerk",0.0072,0.1424,"NO","fruitfly",0.0506
"CG14667",0.0476,0.1423,"YES","fruitfly",0.3345
"CG14668",0.0577,0.0972,"NO","fruitfly",0.5936
"CG2663",0.0012,0.3144,"YES","fruitfly",0.0038
"Orco",0.0025,0.178,"NO","fruitfly",0.014
"PEK",0.0114,0.1135,"NO","fruitfly",0.1004
"RpL35A",0.0079,0.0938,"NO","fruitfly",0.0842
"CG12162",0.0697,0.284,"NO","fruitfly",0.2454
"mRpL44",0.0161,0.1359,"YES","fruitfly",0.1185
"Hcs",0.0172,0.1264,"NO","fruitfly",0.1361
"CG2519",0.0042,0.0872,"NO","fruitfly",0.0482
"Snm1",0.0375,0.1158,"YES","fruitfly",0.3238
"Pi4KIIalpha",0.0184,0.0994,"NO","fruitfly",0.1851
"CG14671",0.0224,0.1123,"NO","fruitfly",0.1995
"CG12746",0.0286,0.1179,"YES","fruitfly",0.2426
"CG2931",0.0014,0.126,"YES","fruitfly",0.0111
"CG2926",0.0207,0.1118,"YES","fruitfly",0.1852
"rev7",0.0335,0.1029,"YES","fruitfly",0.3256
"CG2911",0.0128,0.0484,"NO","fruitfly",0.2645
"RpL13A",1e-04,0.0621,"NO","fruitfly",0.0016
"CG12171",0.0157,0.2303,"NO","fruitfly",0.0682
"CG12170",0.0107,0.1145,"YES","fruitfly",0.0934
"elm",2e-04,0.1755,"YES","fruitfly",0.0011
"MED27",0.0047,0.1658,"YES","fruitfly",0.0283
"CG2182",0.0083,0.1325,"NO","fruitfly",0.0626
"Atg17",0.0116,0.1008,"YES","fruitfly",0.1151
"Rab23",0.0016,0.0989,"YES","fruitfly",0.0162
"CG2104",0.0322,0.1309,"NO","fruitfly",0.246
"CG1239",0.0272,0.1164,"NO","fruitfly",0.2337
"CG2100",0.0234,0.1732,"YES","fruitfly",0.1351
"CG1236",0.0161,0.1135,"YES","fruitfly",0.1419
"Sym",0.0178,0.1549,"YES","fruitfly",0.1149
"CG2091",0.0171,0.1069,"YES","fruitfly",0.16
"jagn",0.0021,0.0763,"NO","fruitfly",0.0275
"kat-60L1",0.0071,0.1481,"YES","fruitfly",0.0479
"CG2051",0.0109,0.1209,"NO","fruitfly",0.0902
"CG1218",0.0148,0.1432,"YES","fruitfly",0.1034
"CG2046",0.0155,0.222,"YES","fruitfly",0.0698
"CG10979",0.0094,0.0919,"YES","fruitfly",0.1023
"Hpr1",0.0106,0.1304,"NO","fruitfly",0.0813
"CG2023",0.0093,0.2361,"NO","fruitfly",0.0394
"dgrn",0.0667,0.0885,"YES","fruitfly",0.7537
"glob3",0.0325,0.1888,"YES","fruitfly",0.1721
"CG1208",0.0442,0.2322,"NO","fruitfly",0.1904
"CG1213",0.0027,0.2132,"NO","fruitfly",0.0127
"CG2017",7e-04,0.1444,"NO","fruitfly",0.0048
"CG10280",0.0101,0.0916,"NO","fruitfly",0.1103
"CG15580",0.026,0.1874,"NO","fruitfly",0.1387
"Or83c",0.0173,0.18,"YES","fruitfly",0.0961
"Vha14-2",0.2229,0.4946,"NO","fruitfly",0.4507
"CG1077",0.0211,0.1417,"YES","fruitfly",0.1489
"Osi1",0.011,0.1358,"NO","fruitfly",0.081
"NPFR",0.012,0.1848,"NO","fruitfly",0.0649
"Osi24",0.0089,0.1428,"YES","fruitfly",0.0623
"Osi2",0.0023,0.105,"YES","fruitfly",0.0219
"Osi3",0.0044,0.1886,"YES","fruitfly",0.0233
"Osi4",0.0124,0.127,"YES","fruitfly",0.0976
"Osi5",0.0159,0.159,"YES","fruitfly",0.1
"Osi8",0.0048,0.171,"YES","fruitfly",0.0281
"Osi9",0.0017,0.1161,"YES","fruitfly",0.0146
"Osi10",0.0148,0.1117,"YES","fruitfly",0.1325
"Osi11",0.0116,0.1087,"YES","fruitfly",0.1067
"Osi12",0.0057,0.0985,"NO","fruitfly",0.0579
"CG15594",0.0347,0.0982,"NO","fruitfly",0.3534
"Osi13",0.0044,0.16,"YES","fruitfly",0.0275
"Osi15",0.0038,0.1066,"YES","fruitfly",0.0356
"Osi17",0.016,0.0823,"YES","fruitfly",0.1944
"Osi18",0.0015,0.1259,"NO","fruitfly",0.0119
"Osi19",0.0144,0.0809,"YES","fruitfly",0.178
"Osi20",1e-04,0.1194,"YES","fruitfly",8e-04
"CG17917",0.0128,0.1223,"YES","fruitfly",0.1047
"CG10298",0.0102,0.074,"NO","fruitfly",0.1378
"CG17919",0.0362,0.2854,"NO","fruitfly",0.1268
"CG18048",0.033,0.1001,"YES","fruitfly",0.3297
"Hr83",0.0122,0.2593,"YES","fruitfly",0.047
"CG10286",0.0111,0.1402,"YES","fruitfly",0.0792
"godzilla",0.0148,0.0908,"YES","fruitfly",0.163
"Dmtn",0.0033,0.0639,"YES","fruitfly",0.0516
"Zif",0.0163,0.1709,"NO","fruitfly",0.0954
"Neurochondrin",0.0024,0.1511,"YES","fruitfly",0.0159
"CG15186",0.0148,0.1091,"NO","fruitfly",0.1357
"CG15185",0.121,0.0844,"NO","fruitfly",1.4336
"CG2336",0.0246,0.1229,"NO","fruitfly",0.2002
"CG1138",0.0708,0.1293,"NO","fruitfly",0.5476
"sunz",0.0121,0.0774,"NO","fruitfly",0.1563
"CG1105",0.0032,0.1345,"YES","fruitfly",0.0238
"CG1104",0.0115,0.1533,"NO","fruitfly",0.075
"CG1943",0.0036,0.0937,"NO","fruitfly",0.0384
"Dpck",1e-04,0.1459,"YES","fruitfly",7e-04
"CG1091",0.0367,0.1159,"NO","fruitfly",0.3167
"CG10068",0.0041,0.1125,"NO","fruitfly",0.0364
"Fer1",1e-04,0.0866,"NO","fruitfly",0.0012
"CG14610",0.0616,0.1587,"NO","fruitfly",0.3882
"CG2656",0.0077,0.1205,"YES","fruitfly",0.0639
"MAGE",0.0452,0.0932,"NO","fruitfly",0.485
"CG10055",0.0167,0.0804,"YES","fruitfly",0.2077
"CG14609",0.0014,0.1748,"YES","fruitfly",0.008
"CG14606",0.0065,0.1299,"NO","fruitfly",0.05
"CG14605",0.0132,0.1027,"YES","fruitfly",0.1285
"CG14608",0.0057,0.1264,"NO","fruitfly",0.0451
"CG14607",0.0142,0.1132,"YES","fruitfly",0.1254
"CG1234",0.0078,0.102,"YES","fruitfly",0.0765
"CG10053",0.0314,0.0884,"YES","fruitfly",0.3552
"CG1227",0.0014,0.0874,"YES","fruitfly",0.016
"CG10050",0.0076,0.1481,"YES","fruitfly",0.0513
"CG10029",0.0275,0.1247,"NO","fruitfly",0.2205
"CG17944",0.0596,0.1217,"NO","fruitfly",0.4897
"Ir84a",0.0143,0.0857,"NO","fruitfly",0.1669
"wa-cup",0.0096,0.1454,"NO","fruitfly",0.066
"CG14598",0.0463,0.1194,"NO","fruitfly",0.3878
"CG1142",0.0219,0.2483,"NO","fruitfly",0.0882
"CG1287",0.0157,0.1321,"NO","fruitfly",0.1188
"CG2616",0.0152,0.1175,"NO","fruitfly",0.1294
"pyd3",0.0023,0.2366,"NO","fruitfly",0.0097
"CG10919",0.0116,0.1922,"NO","fruitfly",0.0604
"Sp7",0.0196,0.1236,"YES","fruitfly",0.1586
"CG11286",0.0403,0.1123,"NO","fruitfly",0.3589
"CG10086",0.0092,0.1287,"NO","fruitfly",0.0715
"CG3014",0.0026,0.1726,"NO","fruitfly",0.0151
"CG18268",0.0273,0.106,"NO","fruitfly",0.2575
"CG2993",0.0079,0.0878,"NO","fruitfly",0.09
"CG17816",0.0028,0.0453,"NO","fruitfly",0.0618
"CG10092",0.0274,0.1633,"NO","fruitfly",0.1678
"mRpS9",0.0079,0.0743,"YES","fruitfly",0.1063
"CG2943",0.0121,0.1036,"NO","fruitfly",0.1168
"CG10445",0.0436,0.1178,"NO","fruitfly",0.3701
"CD98hc",0.0543,0.146,"YES","fruitfly",0.3719
"CG2781",0.0012,0.1214,"NO","fruitfly",0.0099
"CG14463",0.0085,0.1126,"NO","fruitfly",0.0755
"CG2698",0.0072,0.0919,"YES","fruitfly",0.0783
"CG2767",0.0053,0.1033,"YES","fruitfly",0.0513
"CG3223",0.0134,0.1269,"YES","fruitfly",0.1056
"CG10435",0.0243,0.1024,"YES","fruitfly",0.2373
"Pbp95",0.0328,0.1268,"YES","fruitfly",0.2587
"CG2747",0.0028,0.1225,"YES","fruitfly",0.0229
"CG10903",0.0031,0.13,"YES","fruitfly",0.0238
"CG11035",0.018,0.2092,"YES","fruitfly",0.086
"CG7910",0.0072,0.1271,"NO","fruitfly",0.0566
